 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,-21,17,34,-32,41,3,50,-42,-39,-38,36,-23,8,20,49,38,19,-42,-22,-46,-38,-50,-41,19,20,20,-2,-14,-36,20,-20,-7,-47,31,-23,44,-17,43,18,-40,-46,-30,-13,12,6,-15,-34,41,-41,-6,46,-29,-40,21,40,31,-44,-12,-34,37,24,-38,-20,-7,43,-27,-47,42,-34,-13,-49,37,7,-12,-1,30,-11,-19,20,-2,-9,-19,-14,1,19,42,-19,25,46,-37,12,-14,-24,8,-5,35,31,-2,-7,-13.8
1,13,36,-6,0,-42,-1,15,4,4,46,-26,-48,-14,-29,-46,3,40,12,35,-19,8,14,43,10,40,-34,-46,-9,13,-31,34,-24,21,44,-8,29,-8,-44,50,13,18,40,15,20,-40,-15,-28,17,47,23,48,-30,-13,6,-4,43,22,-33,50,-16,-14,33,-24,-44,-7,18,1,1,-10,0,-37,24,-45,-6,-7,-34,29,-18,-1,-8,21,-4,-22,24,-49,-9,-17,-11,8,-18,23,10,32,16,16,-26,-17,33,25,-38.9
1,-10,50,5,-37,-46,49,-27,37,-6,-29,-15,2,42,-3,-4,-18,-2,37,15,37,-40,47,-24,20,28,42,-49,18,41,35,-41,-20,34,14,-40,4,12,-17,-9,22,-30,-8,-27,-39,40,20,-41,-47,-28,24,41,-17,-13,33,19,31,-10,21,-1,-20,-29,8,-23,21,-29,-13,-26,-1,-14,-19,-29,6,24,-40,-17,-21,-4,-7,-18,19,33,39,18,-31,21,-14,17,-40,23,-35,-43,44,-11,-16,14,-24,-13,39,25,-18.8
1,23,36,12,45,9,23,-23,38,-32,-14,-30,3,-31,25,-30,-46,-4,-27,21,-28,46,2,46,40,41,46,3,-34,-18,-43,8,21,44,36,-19,-32,-26,9,-44,-7,45,43,12,30,17,33,35,29,22,-29,18,17,24,13,6,14,9,-41,-3,7,33,21,-22,26,6,9,45,31,34,17,40,-5,-25,-33,41,8,50,-9,-13,-13,13,21,-46,-14,-17,10,16,8,-15,29,-35,-32,-1,-41,10,22,-16,4,2,-1.9
1,35,37,-43,-21,28,-26,36,-14,41,-23,-11,-23,40,-41,48,42,-42,8,7,17,9,-14,-2,-7,1,7,-47,-28,41,-27,-10,-9,27,-37,20,4,-46,6,40,11,-1,-22,38,-12,-47,2,-21,-38,-41,2,-5,-16,4,43,28,-45,-1,-3,44,-45,20,-16,-3,-4,-37,33,-50,-33,-46,6,28,3,1,-18,7,4,34,36,-18,9,-46,27,43,8,-15,-14,-21,34,33,40,6,-31,40,19,-19,-48,1,48,-30,-16.8
1,-28,4,14,25,-46,46,49,-26,29,34,-27,-47,4,50,47,29,-49,-18,24,35,32,13,-44,-50,2,25,48,5,43,46,-9,31,-1,-46,5,-31,17,3,-41,-5,-47,-18,-1,-27,49,-39,-49,50,-41,26,0,7,-12,7,7,41,48,-29,-39,40,-34,2,20,-19,-28,42,0,39,-40,-25,-50,30,8,-35,20,6,-24,21,5,-49,-4,-46,9,1,-23,32,-43,-25,-48,-32,31,-32,-14,-33,-1,8,25,15,-37,217.4
1,1,41,-37,48,-2,-22,17,20,4,-13,41,5,0,11,-37,17,39,46,24,30,48,8,-24,33,10,-41,-19,34,34,13,47,-49,3,-41,49,17,-13,15,-48,7,18,43,29,34,-31,8,-34,-43,3,6,3,-33,-37,-4,16,-11,5,13,-27,-11,-25,36,-10,-6,46,-46,-40,49,19,29,6,-48,21,-16,3,41,42,19,14,-39,-25,34,45,-46,-21,10,-6,34,-28,-17,39,-36,-32,-22,8,30,49,-15,29,184.1
1,-17,-37,-50,-14,35,-16,39,-9,42,-27,21,-48,-2,4,13,-31,-1,-28,13,-17,-39,12,-29,-25,-4,-34,33,-24,31,-33,21,-36,48,21,0,32,21,-46,39,12,44,9,-19,-8,30,44,11,-22,-34,40,-23,44,-33,-35,-32,13,48,17,5,28,1,42,42,-2,-22,-43,46,49,28,34,11,22,-42,8,30,4,1,-44,-1,-17,12,26,-24,29,41,-6,-43,4,28,-21,-18,-22,-30,40,26,-1,14,21,-37,-84.8
1,-9,-30,-10,29,45,48,8,-1,-1,-20,48,32,42,-11,-42,20,47,-32,-6,0,46,23,-2,40,43,-46,15,-43,18,-49,-29,25,38,11,4,33,-25,28,48,24,-42,11,-29,16,50,46,-14,46,-36,-4,-38,26,-32,10,16,27,14,47,1,-19,15,-12,-44,2,15,-24,-50,40,-47,48,13,28,-26,1,-6,-26,-4,-4,36,-24,42,48,-48,26,-26,-16,2,38,47,19,36,11,-44,8,-37,22,0,30,11,46.1
1,-31,28,41,48,-49,-9,-43,42,37,-31,28,30,27,-9,-2,2,15,-2,20,3,-6,-11,-46,-45,-5,-22,35,-34,28,14,28,47,-43,-16,44,26,25,17,17,-23,36,-40,-44,-22,2,-30,30,-34,18,-34,-15,-38,5,-45,34,16,-17,18,33,-40,-19,-24,-43,-11,10,17,-36,-50,-50,-3,44,2,8,17,31,26,37,10,42,5,26,44,-17,47,49,-34,13,49,0,-39,-42,31,-47,32,36,13,-35,16,-21,49.9
1,-35,30,-28,17,-13,39,-3,-38,26,24,20,47,-35,-21,-21,-38,45,-39,-9,43,11,2,17,-43,5,-35,44,34,-20,-25,29,-39,-46,-50,28,-43,40,42,36,-19,-19,6,-23,-4,1,-28,-26,-5,-17,-19,-13,10,-1,21,17,20,36,-24,3,32,2,-19,43,-28,49,-14,-20,4,-23,-35,35,-26,-13,28,21,39,50,11,-17,49,43,-13,8,-43,24,41,28,9,-33,-20,-10,-15,-22,49,7,-24,-16,3,-4,56.9
1,-22,-15,-20,2,22,-43,39,10,23,0,10,-13,-42,13,11,32,-14,1,9,45,-16,40,-50,19,34,49,43,26,49,-5,-29,-24,30,-33,29,-32,41,17,28,13,33,-47,16,7,16,-24,-11,18,27,48,12,28,3,-22,-4,-48,43,-12,-6,42,0,15,-33,-21,32,46,-3,22,-21,42,-50,28,11,16,-15,44,8,-10,11,-49,-47,40,29,-27,-33,-26,-25,27,-21,20,18,29,-50,35,24,-1,-3,38,-30,146.3
