 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,20,-34,7,29,2,-45,-40,-23,-19,-25,-37,45,-39,38,26,-20,-2,-25,50,11,11,23,-10,-36,21,-3,43,-34,42,-22,-25,-23,-6,32,-45,46,4,-34,40,1,-9,-48,-5,-32,7,-29,-1,21,-38,-2,-18,23,-30,-12,3,7,1,-39,-11,-42,-10,14,-15,34,-39,-9,-4,-19,-27,-49,32,-20,-47,44,-1,-24,31,48,48,43,-5,46,-18,-19,50,1,4,-34,13,9,-25,19,39,10,2,50,17,14,48,-58.7
1,6,15,29,37,-15,-12,-15,11,-32,49,-26,28,-41,36,26,-10,35,-24,10,-49,5,-32,43,-27,23,-32,-8,-12,2,-45,-15,-43,21,-36,10,-45,2,11,-18,-13,9,7,-36,18,-8,40,24,44,-35,-17,11,-13,-33,-31,10,6,-13,-49,45,39,-43,-21,13,-6,-41,-28,-35,12,0,-3,49,-42,20,29,27,29,18,-34,-12,-1,-34,49,36,-17,-33,-38,40,-30,-37,34,-41,37,29,-12,-20,39,-24,-39,-34,-13.6
1,26,9,31,35,45,9,-23,23,-24,-7,-40,-9,9,25,44,9,42,-45,-36,29,-32,14,38,22,-42,42,18,47,-33,30,-38,44,-46,43,-6,49,1,21,22,-7,30,-2,1,-45,-27,-6,-20,31,-1,-40,9,-17,-10,-38,-46,-2,-47,23,-5,38,2,7,31,6,-34,-26,-30,-17,11,8,27,-44,-44,44,28,46,-13,-43,-8,36,34,18,-32,-27,-4,40,-12,-34,12,33,-47,30,-45,34,-49,38,24,-29,-29,99.7
1,-50,30,14,23,2,7,1,-37,44,-26,5,29,-42,39,13,48,-15,2,-15,1,30,34,4,-25,40,-47,-24,27,-7,-36,14,-41,10,-23,32,-39,34,-18,41,27,-27,-5,-29,-19,-16,1,-22,-15,-48,-20,36,-1,-37,-11,24,19,-42,-50,-4,1,31,-41,-24,-10,-13,-43,-33,37,-44,-43,14,-21,-32,35,10,-32,-15,4,3,-46,34,-12,3,14,-7,43,-18,1,9,-6,18,-11,-30,44,-5,-27,18,12,-41,124.5
1,24,-15,23,-48,4,-26,-22,22,-25,-2,42,46,49,-21,-36,12,-11,-43,44,6,16,-12,41,22,-26,34,-34,-3,-33,-5,6,41,30,46,9,-17,36,37,22,27,-15,13,23,-17,8,3,45,47,10,4,3,43,8,-7,-20,32,43,-4,45,-40,41,-33,-50,-13,-38,10,20,14,-38,-43,-10,-37,20,29,-4,-22,-18,-44,41,8,-23,-7,0,1,2,-4,-17,-39,43,44,-29,-1,-40,38,2,39,-37,-28,-32,-12.8
1,-24,46,9,-45,16,-47,2,10,-15,-26,0,44,-33,10,-41,19,28,6,18,39,-36,11,-41,-21,-12,14,32,-24,27,20,-5,19,15,20,25,47,23,43,-28,-42,33,-11,18,-50,15,-7,19,-8,49,-14,48,29,13,-44,-42,-50,-14,6,-23,30,42,-12,-36,6,-43,39,-31,-4,-3,-43,-30,-20,-4,38,47,27,-19,15,-31,46,17,-34,25,-21,39,-1,-20,-25,-46,7,21,46,11,35,-33,18,-10,-48,30,-88
1,37,-40,-50,33,-28,38,29,50,35,-41,35,31,26,-50,5,-45,5,20,-15,-4,-10,8,-34,-15,35,-49,-32,2,-43,-29,48,44,48,48,-7,-31,36,38,35,20,48,19,-34,-11,-15,-13,-40,41,-44,-39,-14,-4,-15,-31,-3,-31,37,-18,-13,44,3,-15,3,-34,-18,46,-49,34,34,37,4,-3,5,-14,2,41,24,13,-3,30,24,-1,43,-41,18,-11,45,-30,21,-18,-37,40,17,17,22,49,12,24,33,-23
1,-39,-24,-48,-26,31,-12,27,-13,28,-45,0,8,-5,50,-34,-30,-17,-29,-35,4,43,-3,17,-2,-37,50,-30,28,-22,10,-24,-45,36,-22,-20,-18,-17,23,-14,-40,-6,36,-16,39,1,0,-41,1,22,-26,-46,-20,21,-13,-6,0,-13,-20,44,15,40,-30,20,25,-36,16,24,-3,-46,-41,-26,-2,11,-26,-13,29,25,-38,-21,-38,-14,-17,-8,23,-14,2,39,-11,33,32,-47,22,-49,-10,-37,-34,22,37,-21,36.6
1,27,12,-31,41,39,-6,44,17,35,-45,46,47,-43,45,-46,30,-19,6,18,-14,-12,-34,-44,27,-33,-4,40,50,34,-8,46,-24,-47,-36,-33,42,-26,27,9,-42,-1,-30,21,6,-35,25,-48,-38,48,-14,-2,-49,2,4,28,-14,16,17,-15,-34,-42,47,-8,28,28,-25,-14,-49,19,45,27,-33,31,-3,23,46,39,-9,24,36,-6,39,37,46,-42,-19,48,-9,14,50,7,23,46,15,-34,23,41,2,25,165.1
1,9,-38,-33,26,44,14,-36,5,2,-28,46,-47,16,34,7,11,8,38,-25,49,1,-26,-29,40,-31,37,-44,43,-7,-26,-17,-49,-13,0,-7,47,30,-27,1,-18,-5,-38,-49,-40,46,8,-12,-30,-39,13,-32,13,3,-44,-32,22,43,41,-20,-15,-35,13,-48,-32,29,-39,-36,9,-16,-19,7,-4,-6,-26,-28,-45,-1,-24,-25,10,5,-40,-28,-43,33,-43,30,25,48,26,26,-38,-11,28,47,34,39,27,-42,108.8
