 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,8,0,-44,10,-43,-37,6,-42,-32,-20,-35,-24,9,28,36,-45,-46,17,-48,17,0,-35,37,-45,48,-35,4,-16,42,-28,-35,-34,22,38,26,-5,-50,48,-30,-32,-23,-49,-39,2,-5,47,7,0,-20,-25,33,30,-10,-14,2,-47,-33,-45,-47,26,-23,-31,42,16,23,17,27,24,-20,47,8,-27,14,-15,25,-41,49,-19,-25,-22,7,24,24,13,-41,-25,17,-23,48,20,-48,-26,5,10,40,-22,-24,-17,18,-119.8
1,6,-21,42,-5,10,44,-31,-15,42,0,-24,36,23,16,9,-48,26,1,19,19,-2,-46,-13,-12,-24,47,-22,-30,39,11,4,-40,6,-5,5,32,-46,24,33,46,40,-42,-3,-21,25,-44,-19,-34,-27,16,1,-13,-14,4,25,12,-34,-48,32,21,-21,-15,31,2,-3,-49,50,1,-9,33,-37,47,41,10,42,-19,-18,39,-37,-29,-30,-20,8,7,34,-17,35,16,-49,17,-14,-19,18,33,-1,31,0,-2,49,13.6
1,41,-20,28,4,38,-13,-5,35,-14,-50,49,7,-30,45,-35,-7,29,-2,-22,-6,-1,11,-3,-4,45,-21,11,26,30,26,-10,-14,22,-33,40,9,4,-49,-40,6,18,25,-37,38,19,45,48,-37,-8,-25,8,7,36,-46,20,30,50,-20,-29,-5,22,11,32,-6,-6,-13,-48,49,-46,29,-30,22,3,-17,-24,-28,-23,-27,-15,-15,-36,9,9,16,-21,-22,-5,-21,-26,-17,-10,47,10,-29,-10,-46,-25,-42,19,113
1,-21,4,39,18,-44,39,10,45,32,-1,-20,-33,13,5,-8,-22,35,-14,-11,30,-24,-12,-31,-28,15,-43,-22,19,-18,-47,-13,-23,7,42,45,-21,-4,-30,-26,-22,19,4,-39,48,25,3,42,9,39,48,-46,-36,-49,41,-47,16,48,48,-16,46,17,-13,-28,-27,46,34,3,-9,-47,27,19,-11,47,30,-14,21,49,45,47,37,42,17,18,43,7,-13,9,-30,-16,9,-35,-49,47,-46,41,42,38,-41,-18,-34.2
1,7,2,18,46,-36,-3,49,2,-4,43,-2,49,34,31,-18,-8,-12,-15,-50,-26,-14,-24,-44,-13,-28,-40,44,30,14,-47,28,-30,-29,-5,-34,-14,43,-36,38,-46,23,-49,19,6,32,18,14,36,-48,-19,-40,-12,7,33,-9,29,43,-49,-26,6,21,-49,-8,42,-3,8,-23,-45,-12,-36,26,27,-35,-40,49,14,28,13,-1,-3,44,-25,1,0,-43,9,45,16,10,-32,-29,-20,36,14,38,-18,38,-35,-13,-39.4
1,43,46,-38,-15,28,40,-16,-9,-17,47,6,-4,6,-2,48,22,5,-28,-18,-29,-2,-34,-42,-6,-49,-12,-19,-16,43,-38,-13,1,-42,-34,36,36,-45,36,43,-12,-2,-36,35,-47,12,-2,-9,-33,-14,-11,-46,34,5,29,-23,7,34,8,7,-8,21,10,9,-5,26,-40,47,-3,47,39,2,-6,-48,-48,-36,15,0,-29,-2,36,11,-32,19,-35,13,12,-12,-4,36,11,4,6,-29,-38,17,47,-27,13,-40,-65.4
1,36,-33,12,46,-30,14,-41,1,30,48,15,15,8,-1,50,-11,-39,-23,-6,-26,-38,-46,28,19,-25,7,-49,39,-4,15,49,-19,32,10,-24,18,40,-48,35,19,50,-1,50,7,48,15,12,26,42,-45,16,-47,-40,-7,-12,-49,16,-10,40,-39,-46,4,-8,2,-37,-15,-30,19,-13,-46,-13,-14,-30,-14,9,-33,-50,-30,9,8,-24,-26,12,-48,-16,50,-47,50,-45,10,28,-41,-37,36,-22,-23,-30,-2,46,34.2
1,-27,-32,50,9,-12,-49,34,-28,19,-46,31,-24,47,22,38,15,-45,4,-16,21,9,44,-36,-15,-43,-50,13,-16,37,27,46,-40,45,11,19,-17,13,3,-29,-19,-27,-49,7,36,-11,-39,-34,-6,15,0,32,40,-6,46,41,1,46,3,1,33,46,-38,43,41,24,-23,40,-14,-4,-40,-17,-15,28,6,37,-33,17,-48,-23,48,3,-42,4,13,21,-6,-37,16,48,-20,-36,43,-8,23,-1,-35,17,-12,-33,-43.5
1,-38,-36,-34,-36,43,23,-50,26,-45,20,-48,-47,39,28,7,1,-2,-50,-20,30,14,10,11,-27,-49,-17,22,34,50,27,-50,29,7,-33,43,-35,6,9,41,11,-22,10,-20,-34,-47,37,17,1,4,47,47,-33,-28,7,-44,-26,7,-5,-43,-28,38,24,-50,-6,41,9,10,-38,-32,-34,24,-4,26,-47,-21,-5,7,46,12,-40,9,9,44,31,32,17,21,-46,-39,28,-23,49,-32,44,-8,-42,-31,18,38,-123.6
1,-13,35,11,-1,-24,-20,28,22,37,-10,-17,13,15,42,-27,-39,-10,40,33,-6,-50,-24,-13,49,-6,-19,-44,-31,-34,25,-44,3,9,-17,18,35,13,-38,-28,-34,2,6,29,33,-37,-49,44,3,7,-8,14,7,-15,-50,-29,29,48,-22,14,-37,-48,-14,-18,-23,-15,-50,28,49,29,-50,31,47,6,-25,29,-15,44,-12,39,0,31,2,-43,-35,-32,-22,10,-34,-28,41,-21,41,-24,12,34,12,-22,12,-24,49.6
1,23,-22,23,19,0,48,-3,35,41,1,23,-9,-19,41,-36,-38,-41,-42,-11,42,48,-21,-30,38,-29,-2,22,33,-8,50,25,-36,-23,-3,33,-7,-39,46,-23,-49,-3,17,-42,-6,-27,39,7,-18,14,12,40,11,41,-40,-36,-39,-26,36,11,17,1,-49,-3,-6,-35,47,37,-24,42,-36,-23,-46,-3,-48,-1,20,7,22,19,-30,-17,8,31,-27,18,46,-50,9,-3,-23,42,49,-21,-12,-42,-6,-16,46,-14,101.7
1,43,26,-21,47,-28,-19,-5,42,5,-34,10,25,-1,-32,-28,-12,2,34,-11,27,-20,-18,18,45,-23,23,-47,-13,-44,15,23,49,-10,-48,46,12,50,-44,3,4,-27,30,-21,-12,14,-33,27,32,-50,32,9,47,-37,-24,42,-43,49,11,-6,22,-25,-33,-14,-19,-31,-19,43,-32,-46,-39,-11,-23,7,18,15,-30,35,-43,-48,1,39,11,-3,19,3,-46,26,-32,15,-31,40,6,-14,-25,37,-29,-27,-5,-44,61.8
1,-23,-27,-5,-30,30,29,35,-50,-21,43,19,30,-3,46,43,-35,-2,48,41,-18,12,27,38,35,29,-37,-13,-50,-48,-1,23,46,22,34,-35,-33,-22,16,-33,7,-26,2,-48,22,-3,45,3,12,42,-6,44,-30,-30,32,21,49,11,-43,15,-21,-28,-47,-26,44,37,-45,-39,-36,21,45,-13,12,-37,-45,-17,-24,17,36,38,-26,46,-2,-6,32,46,31,31,-28,5,-39,1,27,-35,-9,-13,-49,-4,-36,33,176.6
1,33,25,36,-6,38,42,-7,-36,8,46,18,-2,41,-35,43,-11,27,-11,36,49,44,47,-35,21,28,6,24,30,18,38,-22,-33,12,30,11,-34,21,21,47,45,16,14,-7,-28,-4,-49,-23,-28,-10,-38,38,-50,-41,-48,21,37,-25,-40,-18,43,48,-24,-41,-25,-44,-13,-9,-7,-43,-13,-46,-11,-49,-37,-23,-37,-36,5,-15,-30,17,-28,-30,-8,42,7,-21,-34,17,-23,25,-20,-30,35,6,-24,38,13,-15,280.3
