 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,48,49,46,46,43,-46,-48,12,39,-31,-34,-12,20,24,-10,-35,-16,-33,43,30,-15,-7,-3,-35,18,-35,-24,45,-28,-14,-45,37,-16,-50,32,-23,22,1,5,10,20,-13,49,-44,-40,-46,38,-40,38,-4,40,-27,39,-48,-46,-28,34,47,-34,-44,-17,-28,43,17,39,-10,10,10,7,31,37,44,-32,35,16,-22,5,3,-11,-42,15,45,-19,3,48,-15,25,-3,-18,8,3,-19,30,-39,14,-16,-32,-26,45,1.4
1,25,-46,31,-16,39,-19,50,-33,2,-32,6,10,33,-34,8,-15,30,9,27,-23,7,-16,-4,38,30,8,2,-37,-8,-8,24,33,-4,4,-33,-49,1,33,-32,-48,-49,-10,13,34,6,-30,36,-14,-5,-22,-21,-48,-22,25,40,-43,49,-9,37,-10,33,11,-27,46,-36,-44,47,-18,39,31,-16,40,37,13,-10,-8,-1,42,-6,45,-31,23,47,-3,-2,36,-30,-38,44,-44,3,-8,17,-8,-13,-2,-2,50,30,62.7
1,-48,-4,30,9,-18,-7,49,-9,42,40,35,36,-42,-26,-2,-29,-12,-16,-9,0,44,-3,19,-15,31,-40,-11,45,-26,-46,24,-23,1,-31,36,-1,12,0,40,-30,-45,-9,22,-37,15,-30,-50,19,-30,-9,35,30,4,4,-36,-16,-20,-31,45,5,-26,-16,-2,-9,4,50,40,32,-35,30,-49,-30,-30,-10,50,1,-24,50,-31,-4,-44,-47,-25,10,-27,-45,11,4,42,5,25,-35,40,-28,-28,-7,38,-39,41,-33
1,-48,7,43,-28,-7,49,38,44,-26,37,29,20,43,-1,11,-32,22,-18,29,42,-27,-50,16,-46,6,4,-24,15,-9,-46,5,-41,11,-37,48,-46,-39,35,14,-15,21,-7,21,-21,8,48,-36,-21,-20,9,-29,-31,9,3,-26,-36,-43,-34,-5,-2,-30,-50,-26,-2,-37,-29,-32,-25,23,32,-24,-41,41,48,-11,-2,45,-31,-6,41,28,-19,-40,-13,34,-50,-33,41,33,13,-45,-47,-21,46,-33,-8,-34,-15,-17,86
1,5,33,10,15,-10,-27,20,4,34,39,14,25,16,45,1,19,-5,-33,3,-15,50,32,-44,19,-40,18,36,-32,1,37,2,-45,-14,28,20,26,17,-11,-21,0,44,44,41,10,4,-43,-22,49,41,-3,-50,7,-22,23,-25,-12,-9,28,7,42,-20,25,47,16,-32,-17,-43,35,22,-13,-50,16,47,8,42,-34,15,36,-35,-28,-17,32,29,11,4,-47,16,11,-3,39,2,28,-21,-35,-41,-3,-2,-33,48,127.8
1,-31,-30,48,1,33,5,-42,49,37,45,30,-42,44,11,37,-30,32,6,36,-8,20,-10,45,-37,19,26,-28,-35,-27,-11,29,-42,-25,27,10,-43,48,-16,-44,34,-22,36,8,-29,-37,-6,-42,45,17,44,-48,-14,-50,13,-1,19,-12,21,1,11,27,-21,20,-49,22,46,26,20,-21,32,-31,-26,-17,28,-39,-38,-29,-31,-44,4,30,26,40,30,-12,-12,-2,27,26,15,-13,2,45,-44,-31,16,18,45,-49,70.1
1,48,-8,-29,38,-8,49,49,4,36,35,-23,-10,14,-48,-21,-7,-10,-16,7,-34,-41,-28,-30,-23,-34,-24,-4,-2,11,-43,0,-26,-1,21,-39,41,-15,26,-39,37,10,-12,-24,-27,-10,-28,-18,30,-28,40,13,-19,28,33,-26,10,25,-14,-43,-15,-7,-27,9,9,44,-14,-35,45,-38,-24,32,22,14,24,12,20,46,44,-34,34,-1,29,31,-24,11,-46,36,-49,-9,10,-13,0,33,12,-42,-7,49,41,-13,-61.1
1,27,33,35,-2,-3,9,26,33,-30,20,49,-46,-32,-7,35,-39,-47,6,13,22,13,39,-42,-38,22,-14,38,31,-50,-6,34,27,-24,19,42,-11,-23,17,-28,-37,-48,-30,-33,38,-20,19,49,50,-26,-23,21,3,-34,-5,15,4,32,-32,-16,32,12,-33,-25,39,36,-34,-23,29,-1,-35,43,2,-48,26,-45,-18,-6,20,-19,-16,47,-48,37,-38,-3,-32,16,45,-14,16,27,15,34,18,3,-15,34,-4,-36,158.8
1,49,12,23,-34,14,-2,-29,12,43,41,43,43,4,45,30,16,-42,14,49,-48,50,14,-5,-20,-37,-38,-1,-1,12,46,-21,-23,-27,-49,-7,3,-1,-19,-36,-43,-29,23,-50,25,18,-4,-43,-8,-41,22,-40,25,-15,6,-45,-35,-16,-30,14,47,-35,43,-27,-46,44,-18,-27,-42,13,-13,-34,1,-40,-34,42,-6,-22,15,2,-13,-14,12,28,-12,34,-1,3,-32,20,33,31,1,-9,20,6,-16,-49,29,-8,172.4
1,-19,33,-26,32,9,-44,-11,19,-16,-46,-30,-13,-44,-2,-35,-6,-18,14,13,0,50,-5,47,1,36,16,23,36,17,-33,45,14,50,35,-5,-26,42,1,43,-25,-29,-38,13,-23,-23,-6,-12,9,24,-50,25,24,-38,21,-26,14,-14,47,-34,-48,30,27,17,30,11,28,20,2,45,13,-6,-35,-9,-44,-7,18,-34,-3,-24,40,-3,17,-21,-25,-13,3,6,23,-35,22,-8,46,-2,25,-9,25,-32,-40,-23,-57.9
