 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,42,0,-47,44,-4,13,-22,2,20,-7,42,20,-39,-9,42,48,4,-31,10,-31,-41,-6,32,21,9,8,31,39,36,15,-38,27,-36,32,20,-24,-5,15,-6,31,24,-15,-33,36,26,-42,33,46,44,-7,-35,-48,3,13,24,-39,-30,-30,16,22,36,-6,-36,16,-24,0,43,-13,-36,-48,-33,5,-12,-16,-10,30,-41,39,26,-48,48,7,22,0,-31,-39,-23,-45,-19,9,27,-34,-47,7,-1,46,-44,-43,-18,165.4
1,38,-41,-35,-8,-37,0,-2,10,-25,-14,-49,44,-16,8,15,0,27,-8,28,-2,24,-48,41,6,-45,-3,-46,-50,-31,28,49,-44,38,-36,-36,17,-20,12,-24,5,49,-23,-36,49,35,30,-36,-23,38,8,25,11,11,15,34,-18,28,4,-17,48,-18,48,-47,36,-39,35,2,-43,-4,-5,-22,-40,22,-7,25,-27,-28,40,0,26,-37,42,-47,24,-28,37,-44,17,-44,-45,14,-46,19,-17,40,-3,-33,-42,4,-148.3
1,14,3,33,-10,41,-25,-35,-37,-37,21,-20,39,34,38,42,8,26,-6,-20,-8,1,-49,-45,-29,20,-45,28,-34,39,36,-13,2,-46,-31,9,45,-40,24,25,-27,-6,21,28,-23,8,20,1,50,30,-3,-8,-20,-2,-37,-32,35,-32,46,17,24,31,-47,42,1,39,0,-39,49,-27,36,-29,-17,6,50,11,30,-15,28,30,-36,-25,38,-39,-11,-50,-21,40,36,41,-27,9,-13,-24,0,38,32,-50,49,30,38.3
1,40,1,18,-27,23,-17,0,3,-16,-23,49,-2,-32,36,-25,8,2,-30,-37,-47,-40,-14,-22,-3,-21,29,-50,-40,-5,50,40,-50,0,-27,-27,-28,6,-11,-9,40,17,-11,-46,35,41,46,-42,-41,33,-28,-38,43,-26,-9,-44,3,36,-44,13,47,22,-31,47,-29,-8,37,-40,15,-25,1,-30,8,7,41,-7,-37,37,-33,-28,19,-45,-49,-23,-20,-42,50,-1,44,-44,29,6,-6,48,-32,16,-45,21,-8,-14,-126.8
1,47,9,7,4,-35,-37,13,46,50,-3,-33,-16,-32,35,12,-2,43,11,14,2,-17,-8,-43,28,-45,43,-41,-40,13,1,-37,9,-41,-14,30,42,-1,-42,37,-1,-29,20,33,-10,5,-40,4,-37,-12,-33,16,21,9,23,-36,14,15,-27,-9,45,-10,4,3,-34,40,49,24,-12,24,-24,3,45,46,-48,-16,-34,-38,39,-20,-34,22,46,38,-19,-16,18,11,16,8,18,10,14,-29,29,-4,27,-6,-31,32,-1.7
1,-33,-5,-50,28,-43,-48,-38,40,32,17,-31,14,-12,31,1,-15,32,36,13,-37,-7,-20,-11,-44,-32,34,3,45,-23,-12,-8,-40,0,-41,39,7,-39,17,-38,9,-17,-18,-27,-13,29,-10,-11,-24,-25,-49,-45,-16,48,-6,-43,-35,-22,-24,27,-29,14,35,-18,-37,44,37,-14,-45,3,-1,-20,2,-3,-31,39,42,-24,44,35,-33,11,40,2,9,-16,-25,24,-22,1,-34,-35,-36,-49,-3,45,45,-17,47,16,-122.7
1,2,-39,47,-47,-26,32,9,33,-43,2,17,-25,30,6,-7,-12,6,18,28,34,-32,45,50,49,46,-38,9,40,-38,-28,6,14,50,-32,-16,-26,50,43,-44,24,-40,23,15,40,45,-43,44,1,-9,22,-50,-25,16,16,40,11,29,-35,-34,7,-13,-12,37,-14,6,-30,-24,-28,-38,-18,12,40,21,-24,29,-18,50,23,33,-44,-40,33,-19,26,-1,37,-48,44,-49,-32,0,-46,7,-48,-9,29,-27,-17,17,90.7
1,-49,16,-22,41,-48,4,-14,-16,-31,25,33,-25,35,16,6,10,31,-41,-22,-10,-40,-38,6,-35,-15,8,-28,-36,31,5,31,-1,37,26,-11,6,-21,25,40,-1,-35,-11,-10,50,21,13,-25,1,22,3,7,-2,16,-38,13,-50,20,1,31,-33,23,-22,16,9,-47,21,31,49,-38,-13,-37,-23,26,4,-23,-4,33,2,13,4,-45,-31,-49,-13,-19,-19,-47,17,32,1,34,-30,-5,-1,30,-36,-30,10,-38,-146.5
1,-18,47,43,9,-12,-38,2,34,45,-46,-4,-2,26,15,-35,29,12,-4,32,-21,45,49,29,-36,-7,45,10,7,-36,37,20,-38,-1,-22,-13,38,-10,6,21,-16,10,34,-2,-49,-36,-21,30,27,26,-23,22,-14,-24,0,0,19,-6,27,-24,-26,13,12,-48,-39,40,-44,49,46,12,-14,46,38,-31,-7,39,-17,-12,-16,26,-37,11,-3,-35,3,14,-18,39,24,-42,-36,49,21,-8,17,-2,48,23,-3,43,111.8
1,-50,33,4,38,18,13,-8,-50,-50,26,27,-36,-47,-27,46,-28,3,-23,-40,-23,-15,41,42,22,-18,8,-30,46,48,-17,4,48,32,-43,36,-1,20,44,-35,21,20,42,1,-11,32,-4,11,-16,24,-12,11,25,-22,2,-3,-23,27,-17,-28,24,-18,27,-13,30,34,39,-22,4,33,-7,41,2,-49,-9,7,33,37,34,-34,-24,-29,-6,-49,-34,12,-36,-7,-46,-3,15,-6,-5,-43,32,-26,42,20,-32,-39,-89.4
1,2,-23,-49,20,-22,-8,43,-40,45,27,44,-29,14,-47,-28,30,-19,-14,-28,-14,-1,4,30,44,11,-23,-33,-32,14,-15,46,32,12,47,-32,7,-46,-40,17,50,3,-24,-30,34,46,-42,13,-23,-6,2,13,43,22,-42,2,-18,-14,-15,-33,16,20,-38,-3,48,-41,15,4,30,-8,38,29,45,30,15,28,26,-11,-43,19,33,-25,48,-9,47,-45,9,45,-43,44,-39,23,-21,-26,37,-23,50,1,-3,-5,1
1,43,-50,41,4,-3,5,48,39,45,-46,7,-7,46,4,1,42,-25,-41,37,50,-47,14,-12,-18,38,-26,-25,3,-8,-11,49,-50,-45,39,4,2,-41,2,-44,20,-28,13,30,-32,33,-20,26,25,-45,-22,-10,25,43,28,24,-4,19,15,50,27,-47,14,27,26,-32,48,-23,44,-35,-50,-20,-47,13,-41,38,-38,-45,14,3,27,42,43,2,34,-14,42,-20,21,6,46,-3,-24,9,41,-49,-7,38,45,-14,194.5
1,-48,45,-18,22,-26,-9,10,-48,-38,-27,5,40,31,-3,-43,15,33,49,11,-30,-30,6,17,-4,31,7,-37,40,-40,25,42,29,-15,-26,1,-25,-19,-40,-23,-6,50,-2,-17,30,11,-10,-40,-40,-46,21,-20,-26,43,47,-13,-11,-30,-34,-22,-20,7,-30,-41,9,-40,-24,34,-9,-14,28,35,-15,-25,34,31,37,-27,42,47,44,-22,-24,-32,-29,39,-29,10,-42,-47,5,-11,11,-9,-36,-31,1,-10,-48,8,-90.4
1,-8,-4,-7,-7,22,-24,-27,-26,-34,31,-30,-41,-41,-38,44,47,-50,31,-28,26,35,27,31,-39,34,45,-20,-50,-50,49,9,-8,-5,18,1,33,10,-10,-44,26,-29,43,2,47,21,-39,43,-13,9,31,-38,-7,-26,43,4,-43,3,0,-42,3,-2,-17,11,9,-50,-39,-43,10,-32,-37,-48,-11,22,-30,-49,-8,-19,44,30,40,24,42,49,48,1,-32,22,-47,-16,-4,7,-1,29,34,-43,-5,12,-35,-46,-48.9
1,30,45,23,35,17,43,36,25,-26,29,-30,30,-32,29,-5,33,-21,-21,-30,-18,14,16,5,-38,-40,-11,36,5,17,17,-25,-4,12,49,-20,45,41,-35,-15,-36,10,6,11,-6,-16,22,-24,13,-50,-38,11,14,28,-34,-8,38,-29,-22,-42,38,45,-16,50,-28,-18,-21,33,-28,-40,-32,-47,-14,-10,14,30,-10,-15,23,-48,-49,35,-21,16,13,-39,-43,-34,-18,-49,-25,36,13,9,35,1,41,30,-16,-38,128.2
1,6,-32,32,42,-26,-39,22,14,-38,-6,-18,-36,-22,11,-4,7,23,3,24,21,-29,49,-27,0,-27,24,-50,-37,-30,-50,42,26,35,24,-16,-42,35,-45,22,14,-35,20,28,-41,-19,-27,17,20,-8,-44,-44,13,21,-21,-38,44,-47,30,23,-27,30,14,15,15,-47,49,-11,5,-47,28,-32,35,-3,46,45,-6,35,11,-37,-24,17,37,6,-13,-35,18,47,-32,-37,19,-43,44,49,23,-26,-48,21,13,-27,-151.1
1,-9,-44,-9,-25,4,-48,36,48,37,-4,28,-38,29,14,18,32,-5,-48,-6,-20,-35,-38,-13,25,-39,-41,15,30,-3,45,-48,4,-50,-41,29,4,-39,15,-32,14,27,12,26,-28,42,-40,20,-14,29,-36,16,10,-24,20,-15,-47,-5,16,33,42,10,35,-5,11,44,41,31,21,-29,15,-16,14,43,27,36,0,37,-28,3,15,-14,35,41,-22,4,42,49,50,8,31,7,-33,-18,19,-6,42,9,-25,13,31.9
1,-4,6,47,-41,-1,23,12,49,-25,0,1,6,2,-14,-3,-4,6,-12,-6,5,46,-25,29,30,-27,-3,-27,-36,22,-2,27,-33,-46,-10,43,-31,29,-30,34,-46,20,-49,10,-29,-47,23,18,9,-39,-39,31,23,-48,9,2,42,-45,26,-44,-7,40,-1,10,10,39,-32,29,18,-11,-21,-12,25,-20,48,47,-17,-13,-20,8,-2,-43,-12,37,27,13,-11,18,-16,31,24,27,20,-27,-48,-20,28,-29,25,-39,-14.9
1,-24,-47,-1,17,50,-37,-21,49,0,9,-27,48,-17,11,34,-41,-26,39,27,8,19,-33,-49,-11,-44,-47,-15,34,41,-41,12,-34,30,-40,34,-5,-27,-38,-6,23,-12,-17,-14,21,44,37,-4,34,25,-28,-42,-6,-11,-41,-1,-39,29,34,12,20,9,-27,2,-46,-17,-15,0,7,-36,10,46,-32,43,-18,5,2,35,-50,-48,9,-28,27,19,-22,36,34,-45,-20,-17,17,50,9,40,2,13,-27,3,29,-4,-55.1
1,-17,-46,-43,1,13,-45,22,32,40,22,34,-35,11,10,0,5,-39,-16,10,-9,-17,-23,-9,42,-34,9,-29,-45,-39,50,-33,-5,21,-25,12,-17,-20,-16,-36,37,22,14,-49,-18,-27,-33,37,-50,-33,-3,-8,1,-10,-1,-8,6,-43,-21,-22,35,-21,-5,-21,16,-14,8,49,17,8,30,-31,-21,-7,37,12,17,-47,-36,17,-29,11,25,22,17,-27,30,-27,47,-41,-33,32,-46,12,27,20,49,-16,-16,-19,-32.5
1,42,-37,0,38,7,-14,-1,40,-45,13,-28,-24,41,48,14,7,37,-40,-4,34,36,-21,15,6,42,-9,42,6,-8,-25,3,50,-45,19,37,-22,21,-49,-33,26,15,-45,-48,-29,19,-18,-6,6,-8,7,-45,-23,36,-14,-1,-7,-7,-10,49,35,16,-33,1,-13,36,-13,15,6,-11,-2,-18,20,3,-50,7,-28,49,-50,-6,-43,7,-1,-50,-7,35,0,2,-23,40,1,29,-29,-16,-21,8,-30,-18,39,-8,154.2
