 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,31,7,-22,42,8,-6,50,-39,6,-29,1,-11,50,38,-48,25,-38,5,-42,40,6,26,-31,27,-38,40,-25,27,-1,13,-23,46,36,5,37,-7,15,2,4,-29,-11,21,10,-11,-26,-22,30,-14,0,4,43,-45,-21,28,32,-43,17,-44,35,32,-15,28,27,-30,-18,13,-21,14,31,-1,35,-30,37,-40,-25,-40,-45,-46,-3,5,8,-45,10,3,33,-43,11,-35,30,-39,47,-36,39,23,-50,37,-49,-21,0,32,28,-50,18,14,28,43,25,33,47,38,-13,-30,43,13,24,-9,20,-50,6,-35,-39,-32,-21,16,41,-21,-32,42,-26,19,-11,-49,-15,-43,16,-38,50,-44,45,13,44,48,-1,2,10,39,9,46,39,-36,27,16,-18,22,48,39,17,-34,-4,41,1,35,43,36,8,-26,15,-26,-20,9,3,-27,-27,-49,-9,-1,7,50,-39,-39,30,38,-6,-39,10,-9,16,-24,7,-39,34,-43,12,26,10,37,50,-26,-40,84.8
1,46,-1,-21,35,22,47,-25,38,3,41,49,15,20,2,-42,31,-39,-35,-38,-46,23,-27,38,-4,35,-21,-45,-13,45,46,-3,40,-5,-8,-10,33,-11,15,20,8,-29,-16,39,41,37,47,21,14,29,33,-16,1,22,38,13,-28,-34,-15,10,27,-20,23,16,-9,-35,22,41,-30,-48,-24,28,-27,11,17,-37,-37,-21,0,-7,-43,49,-6,-26,20,-19,38,9,-36,39,-32,41,35,41,-27,-24,22,45,33,42,48,-42,20,-30,-15,-14,-50,-2,15,0,8,-11,-1,-49,13,35,-18,-34,-7,-38,-46,11,-47,40,-32,-24,32,40,-30,14,-2,34,-12,-33,-46,24,-31,21,38,0,-30,-5,39,-15,-38,2,-30,-39,-16,13,-27,-11,41,-24,45,-42,-32,-8,14,-11,22,-39,-28,-41,45,43,-1,-37,13,-13,14,0,-2,2,35,11,20,-46,-12,-46,-16,11,-7,-26,4,-47,49,22,-39,12,27,33,-10,16,42,-16,-26,-9,-2,4,367.1
1,-6,-39,-47,42,-21,38,-32,50,9,6,-47,43,34,-38,33,-13,32,31,25,43,-42,2,25,-2,-33,-18,33,-9,-11,47,45,33,-43,14,-9,-14,-32,9,-49,27,32,-46,-15,15,33,-33,-49,14,14,26,6,22,44,47,37,-40,-21,19,-32,-16,-19,-38,34,-46,27,-26,-10,11,-1,-42,-13,-20,-38,-12,11,12,-29,12,-25,35,-46,32,-28,48,-6,-42,25,23,-7,43,24,24,21,7,28,-37,-3,35,24,46,43,-40,43,21,-36,3,-18,-15,32,8,-31,36,-45,-42,-1,-35,-34,40,39,10,32,-22,50,-31,35,28,-18,-19,12,-44,-24,-30,33,35,41,48,-12,40,49,-31,-37,35,21,35,43,36,50,-42,26,4,-16,-27,32,-16,-8,16,-39,-9,13,-11,-3,6,-25,46,-10,32,9,28,21,8,13,0,-8,50,-16,-50,36,-16,25,-23,38,-41,0,-14,-7,9,18,-30,50,-19,-25,-4,37,0,-43,-24,48,17,21,57.3
1,19,-26,50,-32,-18,50,-31,-18,35,-31,-44,-39,23,32,-23,-42,-26,36,27,-40,35,-43,-49,47,10,-33,-46,36,-35,21,-28,0,11,-28,-16,43,38,3,41,22,22,47,-1,-5,29,26,-31,19,-22,46,-4,-38,19,-37,26,-22,-19,30,31,-38,-34,19,12,-7,41,46,-49,-6,-35,42,-35,3,4,-20,14,49,23,34,18,-50,29,30,-38,-2,43,4,-8,40,50,-28,-49,-35,42,-21,-26,-2,-25,-25,43,-44,-34,24,9,-13,21,-27,-15,-7,-44,19,-7,1,-36,-29,15,-43,26,-43,13,25,46,15,7,3,44,31,-49,35,-44,10,7,39,50,33,42,20,-45,-23,-38,28,12,5,45,27,27,-24,0,2,-17,-38,43,45,-7,-1,-2,-13,-20,-35,38,-48,25,-5,7,-10,-23,-35,-40,49,-8,-28,-8,20,-6,-48,-4,37,-22,46,-46,-23,25,47,-28,-33,-4,-14,-30,-8,1,-42,-40,42,-31,-17,-19,-38,-2,-43,27,-64.5
1,6,47,35,-24,-10,37,22,43,-35,-16,47,-8,-42,9,-20,42,21,16,-38,-38,33,37,39,-10,22,39,-12,34,-48,-5,-24,9,-9,27,1,-3,13,-28,-11,-6,-28,-49,3,47,11,33,39,-19,-35,-50,-40,14,3,15,-46,-26,3,-8,24,6,3,50,-36,11,26,15,-43,-46,3,-37,-35,-8,31,18,-12,-9,-34,43,23,48,43,-1,12,-39,-37,-18,-15,17,-10,-42,39,43,24,19,3,-35,50,-23,-30,-32,-44,-15,10,37,19,15,-22,35,7,17,-1,-34,32,-40,-23,45,-42,13,-23,-2,-13,-35,-10,-39,34,10,-24,33,3,-38,-49,9,-37,-23,-5,32,8,-11,-17,-35,22,32,48,3,8,41,-2,-18,-31,-9,30,7,7,36,18,-44,-5,10,6,48,-11,7,-28,2,0,18,-50,-42,23,50,40,-5,-3,3,14,21,-7,28,-48,13,-31,32,36,26,17,-31,-2,29,29,-47,-8,34,-24,15,-14,27,-18,-48,1,167.2
1,21,-49,-44,-35,-36,9,30,35,-49,7,37,-20,-8,18,-35,34,-50,-16,-18,-5,30,-15,38,13,12,2,15,-46,0,-17,-29,-30,-16,-23,-14,-36,36,32,49,3,-46,35,34,-37,-32,15,47,36,16,-22,-20,-39,-20,-33,-10,42,19,-45,12,-32,-46,33,-11,-11,-41,-9,3,45,39,-32,-37,9,19,13,22,38,45,19,-11,10,13,19,-13,43,3,27,0,38,-2,-39,-44,3,44,-39,8,-48,-32,27,13,23,45,-7,-19,14,-45,20,-33,50,-12,-28,-25,17,41,12,10,-41,-11,-41,48,3,-29,20,-45,31,-3,13,0,-19,-44,29,-47,-50,-29,-50,-20,-23,20,-37,43,24,-15,-32,-9,43,-4,17,-49,1,-8,15,-46,13,-16,26,-40,31,-45,10,28,-39,-12,31,-39,10,-2,-42,3,-33,-29,-5,8,7,-21,15,-1,-8,-19,-34,43,-11,32,13,-48,32,-11,-38,13,-6,-12,-10,5,26,38,-18,-49,-15,-10,4,-32,-205.8
1,-22,16,26,35,11,-44,50,-48,-47,32,12,-7,13,-26,-39,-5,13,40,24,23,-23,30,-23,-48,-17,10,-46,18,16,-26,3,44,40,45,-6,-33,-49,-41,-31,-46,42,-3,-37,-30,22,-26,-19,-50,-37,21,24,-10,1,-50,-41,0,-24,30,35,43,-47,-13,2,10,-19,47,27,-18,-45,12,-47,13,-41,-34,34,31,-9,-36,31,-30,2,-30,11,19,-29,-14,-32,-37,-35,-48,22,-32,-11,-26,-6,-13,37,-30,-15,42,-1,-46,5,8,-29,-46,-46,-22,35,1,-36,-14,22,25,-46,9,-40,-27,22,42,42,-6,27,48,-16,-30,-16,-30,-43,-15,28,6,-10,49,-37,-23,-48,34,-29,38,-16,-15,40,22,-40,45,-20,37,34,19,-5,-9,-38,-29,-12,-38,-9,-12,-18,-36,24,-41,20,30,-42,-1,-44,27,-18,-23,14,-17,12,-30,-46,-12,31,-15,42,-20,-47,-14,21,32,7,26,44,14,-37,42,29,3,17,-36,-18,25,14,-12,2,-55.4
1,12,15,32,45,44,18,16,-19,-2,-50,39,28,20,-26,-1,-33,-3,41,-40,28,-47,18,6,7,-16,-14,39,26,16,44,44,-22,-26,-9,39,-33,-41,4,-35,7,-30,-47,-49,40,45,-34,-44,-9,-44,33,-32,26,0,-10,-18,1,27,38,-24,-8,-3,-31,-14,21,10,-25,5,19,29,-14,43,16,-11,10,5,-17,26,-22,-9,-2,-40,-25,-27,-23,16,-28,28,-42,26,-47,-34,-28,39,3,9,-2,28,-37,34,-28,-1,-8,38,5,-49,-41,4,-7,-13,11,7,-37,37,-4,-10,-32,18,34,-24,-41,3,-8,-19,-9,45,7,40,-12,-14,-11,-23,2,31,-36,-44,-2,40,-24,7,-24,38,-37,-44,-10,9,-38,8,44,47,34,-48,-1,42,-50,41,3,7,-4,7,9,35,34,-40,-19,15,33,29,4,-41,-49,-3,13,31,3,-48,-45,15,-24,49,11,26,18,27,17,18,17,36,41,-38,-7,-1,13,-24,10,44,41,-42,-12,-39,-3.9
1,-33,-11,8,-4,36,27,-2,41,-9,-10,6,19,-35,-27,-39,33,7,28,18,-37,6,-40,-22,35,-47,4,28,44,13,32,-46,30,-30,-22,43,-45,-46,-44,12,-38,-3,-33,-3,12,-10,8,-40,13,-49,29,26,-27,5,-46,-43,-26,8,1,-32,-30,-18,39,17,2,34,-25,-27,38,-19,35,16,28,19,-38,-10,-42,-14,0,-12,-13,45,30,10,-34,34,-17,-10,-42,34,-26,45,-35,30,-23,-17,13,2,-28,0,34,24,-34,-23,-8,45,17,-34,-19,34,4,18,-6,-16,45,-24,34,-23,-17,8,-39,7,3,-24,-14,-4,-24,49,49,-2,-35,-2,-29,48,25,13,42,-42,30,39,42,50,7,-49,-17,-33,-22,34,-6,11,-9,-29,34,10,-36,37,-44,-10,35,-46,4,16,-32,26,13,43,-46,-29,-50,34,-41,8,34,-18,10,33,-35,4,16,-24,31,24,-3,14,-17,-23,-34,-11,17,-49,-41,38,-17,-23,13,13,-30,17,34,37,-166.4
1,-33,9,-5,17,8,21,-35,23,41,32,49,-13,-29,-38,17,4,-11,34,44,23,1,19,10,34,47,39,-4,33,-29,46,-15,-12,-29,-4,21,29,-34,37,-33,23,-16,-34,-41,5,45,-7,-42,-17,-24,18,-45,27,-13,-19,-24,50,-31,-11,-2,-9,-50,33,-5,-29,-21,-34,16,-39,-48,34,35,-48,16,10,7,10,-48,-19,9,45,50,15,-13,-48,12,14,-49,32,-48,-35,-28,-48,48,-17,41,-24,-1,6,-12,-33,-45,39,-31,-13,-36,-8,13,-33,24,-28,28,-11,3,-35,-9,-36,29,-42,46,-3,-27,34,-35,37,-33,-45,-37,-18,-22,-33,-34,-17,22,-49,-13,36,-40,50,19,34,-29,-3,39,-10,12,46,5,-44,20,-34,3,9,17,18,-5,0,24,-26,32,-49,-9,14,-50,-38,16,-13,49,26,-13,-17,-25,-26,30,30,15,-9,25,36,-37,-40,-49,16,19,18,-16,-37,34,24,-46,16,-9,-5,46,-43,-26,-23,-39,39,19,62.7
