 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,-47,10,33,-5,18,-6,-8,1,45,-40,-29,7,30,33,-16,42,14,-1,50,19,24,-44,-49,-20,49,-1,-21,-2,-28,-6,6,-25,20,-45,-13,-47,-35,29,5,-41,39,-8,17,-16,-26,17,-25,5,-35,41,-27,40,47,41,-31,45,-45,-36,-42,-23,-25,15,-31,45,-14,-28,49,1,-50,3,-23,39,45,10,-28,35,-24,-37,-11,-42,-47,-22,48,16,-31,33,-24,41,47,-16,35,-29,15,20,33,-50,42,31,-32,87
1,42,50,-39,-4,10,21,-16,-6,13,-3,0,-13,0,28,-16,32,13,33,-43,-30,-4,-9,-46,-17,-44,24,-35,23,15,46,7,-28,11,18,18,-30,-46,18,-19,-16,-36,-3,21,-20,41,22,-39,-30,4,-32,-10,50,-25,-6,-17,48,34,-2,21,-2,-40,-23,-14,21,12,-47,8,16,-13,5,16,1,18,-13,-3,8,-42,-26,28,12,-42,34,-22,-17,44,11,-19,27,-42,18,41,35,11,-24,-28,-28,46,-4,5,48.5
1,-18,-50,37,-1,18,-27,12,42,48,36,-14,-24,10,-31,4,10,-37,-36,7,40,39,-26,-3,24,1,23,46,24,19,-9,45,17,-43,31,-34,-9,21,28,-18,18,-20,18,44,40,4,-3,-1,17,-23,-45,-28,-34,46,19,40,-3,-8,1,37,27,42,-3,-41,15,-23,42,-45,14,20,-47,49,16,-12,42,-29,42,-45,21,8,-18,-8,30,-2,-46,-35,-47,1,-27,4,-13,16,-39,34,25,-8,27,17,-3,-43,131.4
1,-48,-33,-45,18,5,13,39,-4,18,-25,20,17,-16,-1,31,-12,-20,1,39,3,-46,42,-32,33,-9,44,-26,-33,10,-12,41,-22,-29,46,46,26,9,0,38,43,-8,7,9,26,22,-44,-37,-48,7,18,5,-23,9,24,26,50,-17,-50,33,9,-46,24,37,-25,19,-2,17,44,48,4,37,-11,-40,-39,31,32,-33,44,0,-10,11,-45,18,36,-5,-41,1,-6,-41,-16,-48,30,24,5,21,-42,-48,-47,-48,-59.3
1,16,7,5,22,-17,16,2,32,0,-38,-19,6,-11,-48,40,42,-37,50,-8,7,25,-8,9,-29,-35,-37,42,-26,32,46,43,-36,-32,-3,36,-32,29,-47,50,45,-35,47,1,-29,50,-44,-38,-38,-45,4,-14,31,47,45,-49,28,25,9,-49,-28,-30,10,-14,-45,23,-29,-27,-32,-25,-28,-38,-44,-32,-21,-23,34,-14,-11,13,-43,44,49,38,6,9,5,-17,-17,31,-49,6,-50,11,8,-45,-50,30,45,-32,28.2
1,21,-34,-20,27,-49,-24,21,1,12,-41,-37,19,19,28,-27,-26,-13,-6,8,-14,-26,-25,8,42,36,-34,47,36,12,42,20,-18,24,-50,25,-9,-24,-5,43,4,5,22,39,-27,0,-39,-36,3,-28,-12,39,-4,13,-3,-13,-2,-21,-50,-50,41,8,20,-28,48,-14,47,-11,-22,-8,48,-2,13,19,-13,2,35,-36,16,-13,-14,-47,43,-1,16,-45,36,31,-16,2,-3,-26,-41,33,-38,-43,-31,25,-38,-37,65.8
1,33,-41,12,-5,-6,15,48,-21,-5,-21,-18,-2,-17,-26,47,15,46,-2,-5,-21,-50,42,-31,26,-9,48,-1,10,-11,11,-11,-29,20,17,17,31,48,-20,-41,-7,9,-43,7,8,49,3,-27,44,17,-16,40,17,-24,25,-41,-17,-11,8,9,28,-31,48,49,5,-19,-19,-49,-22,11,-40,-13,37,35,44,-40,33,-38,-17,-8,30,18,-19,-38,10,23,-29,43,-39,30,1,39,15,-36,37,36,-5,35,38,24,5.4
1,-5,14,27,48,-2,21,-42,47,33,-43,-11,-22,25,-14,-9,-50,25,-22,9,36,24,-41,24,-46,-26,-23,41,-15,-39,-6,25,-28,-43,2,37,-28,39,45,35,-13,18,40,16,-7,43,23,-41,17,-50,19,3,-9,28,43,-5,18,36,-15,20,47,-5,-6,36,-31,12,22,-43,0,-18,42,38,16,32,-31,-42,-10,42,35,-44,8,3,9,49,47,-32,-6,-19,-47,-5,-50,17,41,-40,-32,-41,23,6,-34,-28,41.9
1,4,24,-41,-31,-29,-22,45,11,36,29,18,-6,-19,43,-42,44,-40,2,-26,31,14,41,-3,4,-49,-19,-21,24,37,-39,12,-10,1,-12,9,23,-18,3,-17,-32,-19,17,-22,-22,-24,-14,39,-48,5,-38,33,-32,20,46,-12,-13,-24,17,-40,-38,-6,-12,2,45,26,28,-17,-42,-20,17,43,-22,50,-30,6,-25,6,-6,-22,-40,-27,27,45,9,23,-18,46,49,15,22,28,-42,-41,46,20,36,23,-48,10,73.9
1,-47,-15,2,-19,-49,-12,3,-24,10,14,-30,-13,3,48,-19,-39,20,14,-44,-16,45,28,28,-47,3,24,-11,-46,-4,-43,14,-35,-41,32,-38,-40,36,-18,-48,-4,46,40,-1,-36,37,30,42,-28,-41,48,-28,-46,-9,-50,24,44,-10,-38,49,36,36,-22,-49,45,27,-37,21,12,-5,-10,-43,-44,-21,6,37,32,-48,28,20,-39,-9,42,32,32,8,5,-8,48,-17,-44,0,-31,-16,1,30,-40,-20,-33,-11,-142.7
1,-8,7,-38,-2,2,-15,-49,-17,-13,29,19,-36,-30,10,47,18,35,-33,26,-2,1,32,48,-14,33,-36,-35,9,-39,49,48,3,-29,-40,17,23,-5,18,22,-2,-3,-10,12,-17,17,-26,17,-33,-8,-7,15,43,41,-21,-22,23,-7,-41,49,4,25,46,-44,46,-45,-10,19,-34,-43,-44,14,-30,-3,43,-31,30,-34,37,47,8,46,11,-34,36,40,-40,-25,50,37,-27,3,11,-32,-24,6,41,16,41,23,-74
1,-11,14,-47,10,-40,46,-5,40,28,-19,36,-48,43,-38,-32,29,-48,-21,20,18,32,43,-30,-8,27,-38,14,-17,28,-29,23,-33,35,26,-7,11,21,38,-34,-36,36,18,-34,-6,30,-15,39,-2,-20,8,-35,-39,-34,-48,-31,10,-36,33,43,9,20,15,-8,-30,-44,35,31,-7,-12,13,8,40,-20,24,-16,27,25,-28,41,-46,-3,-44,32,13,25,-50,-28,39,0,32,-3,-31,-38,39,-44,-31,-11,3,12,30.6
