 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,41,-46,-50,7,-17,13,-47,-48,36,48,-15,37,1,27,-25,36,-13,37,3,46,-7,-41,-38,-44,34,49,-1,14,3,44,-10,-6,48,-44,17,47,-14,20,49,-29,17,-50,24,35,27,50,20,-36,36,39,26,-22,48,38,-49,31,3,0,-40,-45,-7,-34,-35,-43,-27,32,-47,9,2,-48,30,35,-48,3,19,-5,2,-12,-25,-46,-24,-49,49,-27,39,50,20,-43,-35,31,-37,-25,13,45,-18,36,27,-49,-6,99.3
1,45,20,40,29,-12,-7,-2,34,11,2,-42,-19,-5,26,-20,18,-19,46,-46,-12,28,1,-33,-48,-37,-38,-50,50,39,18,-41,-1,-12,50,-23,-8,-42,-9,-25,19,44,-50,-50,-12,26,47,22,-44,8,26,-39,-15,-24,-22,-47,-44,-10,20,-45,45,-12,31,-7,-8,30,-13,34,38,28,26,-27,-13,26,40,25,-33,36,-3,41,-41,39,-49,-39,32,46,31,38,-14,1,9,47,5,-11,-44,13,-31,-7,-4,23,-66.8
1,37,-29,46,-26,13,35,49,-3,-14,-39,-13,-4,-50,-46,-27,-2,50,-47,-15,-49,4,10,49,25,49,-46,-13,34,-37,0,7,50,21,2,-27,-50,-13,39,-3,23,50,0,35,16,4,-43,-37,3,-39,-36,-29,-19,24,36,23,23,6,-41,6,19,9,29,-16,47,-19,8,47,-16,-4,-41,23,-39,9,8,28,-38,-19,7,-19,-42,22,-32,-44,-39,-47,29,0,9,4,-44,-23,30,1,-22,26,32,36,-12,-35,11.7
1,48,-37,5,-42,22,29,2,0,-41,26,-3,35,-37,16,41,-26,-15,19,25,45,39,-3,38,18,48,-35,-41,-4,17,-37,-23,14,-24,32,-11,14,10,7,30,-14,-18,-23,-30,-39,9,27,-14,44,-39,27,4,50,40,-8,-16,3,-27,-7,49,41,-27,-24,-30,-35,24,9,30,-50,33,-25,-48,31,-32,-28,43,27,49,45,-13,-41,-13,41,25,-24,49,-42,29,-28,-32,-6,-38,-9,-14,-18,6,26,8,-49,26,30.5
1,-44,-23,28,37,-5,16,-5,39,-20,-45,-25,-45,-8,32,31,18,31,39,-37,19,23,-27,-3,-37,9,-5,20,-16,-48,-13,27,25,14,-30,-22,-41,37,23,48,33,29,39,39,37,-14,-15,5,33,40,-16,1,13,7,48,26,32,-7,-39,32,-39,-1,-26,3,29,-5,31,4,48,-31,1,30,48,-45,-16,1,-8,19,22,-26,-25,-45,-8,38,-22,-45,-21,26,-36,-9,7,-24,6,-2,-5,-16,43,-25,39,40,-47.4
1,-6,-45,-15,-42,28,-14,9,36,-46,-20,26,-21,-49,-33,33,46,40,-38,21,-47,-31,44,46,25,-9,-10,25,-17,15,13,39,26,-15,41,34,-38,-24,-8,14,47,-12,-11,-24,-11,-27,-42,-16,-38,37,21,-35,-45,14,-39,-4,22,1,-29,-46,33,0,10,8,35,0,-43,13,-8,-35,-24,-12,3,-18,14,8,5,-11,8,17,42,-22,-2,48,8,9,-7,-21,27,14,-16,9,31,10,33,15,26,40,45,-33,-15.9
1,-46,37,5,7,35,36,31,-11,41,-12,22,32,16,-30,-5,-27,-5,39,-31,-29,-32,-31,-4,15,29,-22,47,4,-33,41,-13,38,-7,42,-6,-22,-7,41,-17,-17,-22,-45,32,10,42,-24,0,-14,31,19,8,16,38,-47,-20,-18,49,-24,36,32,33,39,20,-24,-4,30,-30,40,21,3,39,15,-26,20,-25,-35,13,25,2,-7,-41,-41,25,47,29,-45,-22,-7,48,30,-25,31,-16,11,23,30,-10,43,-15,53.7
1,27,-39,-26,-8,-14,10,17,1,-28,-43,-48,-18,-34,28,-44,29,-27,28,23,16,26,-32,7,-28,2,-33,45,-19,-26,3,17,-50,14,7,-8,50,-34,25,-33,-45,-2,-31,-13,-20,14,-41,-42,37,4,-3,-32,46,15,26,-33,33,9,28,-36,33,-20,-3,0,44,-47,42,10,36,-17,27,41,31,12,-23,28,42,-47,2,-6,7,50,13,2,-20,-46,-15,-37,-21,-38,44,-38,-8,-10,12,-49,-41,-31,-23,45,-3.3
1,-32,-47,36,16,-18,29,-7,-27,32,45,-16,-46,10,47,6,41,17,41,-47,46,19,47,-43,-40,-48,-15,29,28,-29,-45,22,-11,26,-27,21,24,19,-37,13,0,25,47,-29,-16,43,-7,41,-25,-50,10,-29,19,-28,45,-4,41,47,-26,18,-33,46,-10,-28,-13,-21,44,-40,48,23,24,-36,-3,20,-15,-2,-21,-6,-12,4,-6,15,-9,-37,37,-14,9,28,-18,-1,-5,-35,-40,1,-47,-2,-3,47,8,-6,-20.9
1,20,48,-26,-34,18,-25,-20,13,20,19,33,-37,50,-26,43,36,-24,1,-21,-26,16,-9,-11,27,42,-8,41,-12,-45,-2,-1,25,-4,23,7,30,15,4,-42,-16,-28,41,-3,38,-36,-10,23,-44,7,19,-20,40,-41,-15,-18,-50,-6,-28,-45,-1,-14,-30,40,-2,9,-38,-23,-27,16,-15,7,4,43,21,-9,23,27,-36,30,50,-1,-41,39,8,-5,-30,-26,39,-42,46,-47,-5,-35,43,43,-9,-46,37,14,-72.5
1,21,38,38,-26,30,-26,16,-31,-50,-4,49,50,45,24,39,-32,-32,25,-8,23,0,-12,26,45,-31,-16,3,10,-11,-11,41,26,44,28,50,-11,18,-19,8,18,-7,6,-17,-47,-20,38,-29,-36,13,14,4,-38,18,-21,23,37,-20,-25,-3,19,-19,-47,-6,-26,31,-41,13,-36,-43,-29,32,0,-7,-36,4,-11,-48,25,4,-19,-46,-43,-41,22,-48,-2,9,-18,23,22,17,20,25,27,44,-29,3,-27,-15,102.7
1,10,-40,33,26,3,13,-21,43,-19,21,-38,12,-9,36,-13,-37,38,35,-12,37,-26,26,-31,44,-34,47,4,-47,-35,-7,-46,25,3,37,-34,22,-35,-4,-20,-3,33,-8,25,40,-23,29,19,32,13,23,-16,3,-2,3,-37,-20,-35,-17,-17,47,26,-47,21,45,6,4,16,22,16,13,35,-2,-46,9,-47,49,-13,23,-4,17,-5,-4,-31,44,15,-18,40,31,15,40,27,-44,43,-36,-50,-35,-16,-17,37,114.5
1,50,46,21,-3,16,46,0,-20,-17,39,26,16,-16,38,35,44,3,34,33,50,-36,22,-8,-29,-19,-28,-29,-4,6,-30,49,5,-35,-15,18,32,-20,35,-39,-21,23,4,45,-44,-9,-4,50,44,46,-1,9,-41,37,-49,47,34,-27,35,-21,30,-46,44,-16,-30,45,19,18,42,3,29,-30,-25,49,32,-18,-10,44,48,50,39,-4,-25,14,50,-24,11,33,-1,-39,29,45,-35,22,46,-49,17,14,19,8,139.8
1,-34,-36,-6,-9,-38,42,-11,-32,1,-47,35,-45,-1,-41,20,-2,-15,47,-19,0,-43,-41,-39,39,-3,-44,41,30,-14,-25,-47,2,-11,-36,9,2,-45,15,-14,7,18,-30,-22,33,46,48,48,47,10,45,-3,-17,20,-26,-28,-34,-20,29,13,-18,-47,16,34,-41,30,-42,-23,2,23,13,25,-44,0,-48,40,-5,17,37,-8,-24,31,5,-24,0,29,-36,-18,25,43,45,-44,12,-23,6,-13,-44,-20,14,-26,-188.9
1,20,-23,49,26,-7,-49,-19,38,-16,-33,46,10,14,0,36,30,45,16,29,19,-26,23,-9,37,16,13,40,23,44,4,13,-21,-3,12,-46,40,-21,-14,-7,13,-31,-11,39,0,5,-9,46,0,-44,24,35,-19,-37,-24,34,29,5,23,-33,-36,-24,31,-7,-11,-42,-2,45,-13,0,-12,16,-15,27,4,1,48,45,-3,-3,-49,37,-18,49,16,-26,32,-39,29,4,-22,10,-3,25,-48,2,33,-34,-3,36,229.8
1,16,35,1,18,-23,22,35,-26,16,48,-12,-17,35,-14,-19,-34,10,29,-23,-46,50,-28,14,-38,47,-17,14,-4,-1,-40,48,32,11,-35,-1,4,37,-17,-5,-32,48,-1,-32,32,35,-35,14,-40,45,42,-36,10,-37,-5,22,26,28,-15,38,-24,-38,2,-43,-11,-17,-28,10,-31,-28,-46,-47,-31,3,38,17,-13,-47,-20,-3,14,38,-23,-27,-50,-12,45,-7,-35,46,47,-42,24,-36,32,-37,-3,-46,23,-18,-18.4
1,43,-7,-48,-39,46,40,-6,49,43,24,-39,6,12,-46,29,-22,-7,-11,-13,-26,-15,-50,49,-42,-36,31,38,-22,1,10,10,-7,19,12,-30,14,2,14,-22,-40,-47,-11,17,15,-40,-39,10,3,1,13,-7,2,13,-8,-24,-6,39,-36,22,-11,-10,-19,-2,-41,10,-16,-11,-39,14,18,-29,17,23,4,49,33,16,-26,-49,33,37,-5,-50,0,3,-24,10,-9,-10,-19,-4,-3,12,10,6,38,10,45,49,71.6
1,-27,-22,37,6,-49,-10,-30,0,22,-6,-32,-30,48,-21,-30,-37,32,-37,23,39,-31,-47,-50,16,-19,-24,38,-31,36,33,34,25,-40,20,47,28,27,34,45,-36,-23,-38,-15,41,-9,-29,-47,-28,-16,-8,27,4,-5,27,36,27,19,24,12,-30,6,-5,45,-18,32,7,27,8,-10,21,22,-16,33,23,-26,-27,45,45,-39,45,-14,38,-2,32,-20,-50,-26,15,24,2,35,46,47,29,44,-6,-15,20,-49,-88.5
