 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,-17,-41,32,11,47,-2,-46,-8,-18,27,-38,9,20,18,-38,11,-21,-7,23,36,-17,-24,37,-10,17,-24,-41,6,3,20,-16,2,-4,-35,-38,-8,-21,33,0,11,-25,12,37,45,-20,49,5,-25,-42,-23,27,-43,-30,14,-2,3,6,-27,-42,25,44,-8,-23,-45,-27,-45,-37,-32,5,14,-4,30,42,-18,-9,-29,47,46,-38,-46,40,40,-38,26,-31,-24,-22,-9,-1,-48,-34,-42,-5,-41,-37,-16,31,-23,-31,60.3
1,-15,7,15,32,-2,47,-28,-14,43,34,-2,14,23,-47,-8,-36,39,18,-42,-20,33,-39,-38,42,-28,-29,-46,6,-49,48,25,-13,4,-11,35,-48,-49,-44,-46,11,40,2,41,-21,-28,-18,-7,-40,16,2,-10,-2,13,2,-11,35,23,-40,-44,-9,24,-2,-6,45,3,-22,13,-29,-50,17,32,40,-32,22,-32,-10,20,-22,1,-15,-4,7,33,25,-41,39,-25,-2,15,-19,5,-46,-5,49,49,49,43,11,-31,-85.6
1,43,-23,17,-1,-38,-12,-17,-32,24,-23,-15,-42,23,43,7,-3,18,-39,22,32,26,20,-47,31,-36,18,29,29,11,-44,14,-31,50,-20,-16,-39,-16,18,47,-43,11,-19,32,-16,40,-11,-3,-27,0,-31,22,43,5,25,23,-15,-8,-33,-36,19,40,-6,5,40,25,39,-50,25,-28,47,-1,34,45,-20,34,0,19,-20,24,36,-35,-39,28,20,36,-34,22,44,50,2,-21,40,46,34,29,-14,-12,-5,-39,84.2
1,-23,-42,10,-40,19,40,10,-32,-25,40,8,27,22,19,-30,-43,4,-14,29,-36,-49,-20,-7,41,43,43,-15,-22,-20,-3,-45,7,5,-19,-17,40,38,9,-43,-38,-1,16,5,37,-16,25,44,5,-40,-11,19,28,19,28,19,-23,20,20,6,16,33,-23,40,-47,9,39,43,-4,-2,-50,-26,13,-18,29,-1,-18,3,-8,3,-21,-3,38,-44,-34,15,-9,-41,-50,-39,-19,17,44,9,-28,14,-33,-40,6,-21,-68.2
1,8,-28,3,-30,4,-19,-15,3,34,-6,-45,29,41,44,35,23,-26,-24,33,-25,-47,-37,8,13,-12,30,-24,-29,6,33,0,-36,-46,19,-50,-25,50,-48,28,-1,-4,-1,-23,-14,-42,29,26,-17,-46,-26,-26,24,-47,32,-14,-8,-23,-21,-21,33,28,30,13,-2,-36,14,23,-36,-18,-34,-21,28,-18,-27,30,-10,-49,5,23,22,29,13,-39,33,-6,-37,41,-13,-8,-31,37,-31,15,-1,-16,30,29,-44,10,-10.6
1,-40,40,39,38,-29,28,-16,11,-5,5,-50,33,-50,13,44,-1,24,-43,-11,27,-1,-26,13,-15,40,-38,-15,19,41,-9,45,18,47,-1,-29,34,-23,5,-5,22,-40,-39,-29,-40,-10,-36,-25,-37,-29,14,41,-13,38,3,-12,-7,-19,23,28,39,30,22,6,27,-29,27,10,-36,-18,21,2,-42,-2,23,35,39,38,-41,18,-42,23,-26,-39,-24,-6,-1,-14,25,38,-37,13,18,36,35,-40,23,12,-14,37,70.9
1,10,-43,-12,18,-29,-39,2,-41,15,-23,28,-11,16,18,1,42,-39,16,-23,3,-30,-43,-35,38,9,17,14,-19,-22,50,34,38,23,38,-29,45,15,23,20,-21,16,-3,19,-19,32,36,-28,43,-33,-34,-5,-13,40,-23,41,-2,44,4,-5,38,-30,-22,25,9,-35,46,3,-3,-16,-27,26,50,-14,-40,47,-33,46,35,27,30,17,38,-34,6,-36,24,20,24,44,-36,11,-37,-42,-49,23,41,13,42,-13,-120.3
1,13,31,-38,-22,34,40,-26,17,1,-41,-7,-20,26,-19,-37,49,-39,37,18,36,30,33,-38,10,7,-36,49,-3,-7,40,34,-44,-13,13,-50,-30,-32,-25,37,19,-50,47,50,26,-23,-38,-10,-46,15,-42,40,-6,7,19,-47,-37,-1,18,11,42,-26,-40,14,11,-11,15,-3,7,6,-17,-24,6,46,42,48,-28,20,-12,44,-16,-38,33,28,19,-33,-2,32,16,-35,-42,-26,-11,36,4,16,-26,35,-38,-2,14.5
1,-10,-38,-10,12,-43,-19,10,-20,-50,14,-27,-50,26,22,28,-6,6,42,42,38,24,17,28,-38,2,-18,29,-8,-34,7,40,-27,19,-21,35,27,-24,-6,23,43,24,12,43,-1,50,-13,9,5,-22,1,-7,-49,-33,-30,31,-15,-32,-25,27,-15,-2,17,8,-33,12,-42,44,39,3,16,31,43,-23,-10,-8,-24,27,17,-2,21,34,41,-11,-50,27,36,-49,46,-40,29,47,-26,-5,-30,-9,23,-22,-16,11,-8.9
1,-3,16,-42,-10,9,-2,-2,2,41,-36,50,11,49,6,50,15,-18,35,17,44,11,-39,6,36,6,26,43,-22,-46,-23,6,1,9,-20,7,-32,28,-46,20,-16,36,-15,45,0,41,11,31,39,-39,-3,-1,23,-26,-46,-26,30,31,-34,25,35,-41,47,-49,-15,-24,9,3,20,-21,39,-47,-36,-27,14,14,30,-26,-39,18,-14,8,-34,25,-1,-29,15,-22,-49,-3,19,2,7,-19,-31,8,-27,28,27,9,142.2
1,24,15,12,38,4,43,-32,-17,-34,-21,17,2,3,34,43,-49,21,7,47,-12,-46,-19,40,-23,-21,25,35,2,-31,11,-39,43,42,-11,-4,-5,-19,-20,-6,-36,-25,-40,-18,-5,44,-25,-4,-20,-2,-42,18,2,-44,-27,-5,-15,49,46,3,-33,6,-20,-41,-37,-14,-29,-26,17,2,18,-3,27,29,30,-29,-12,21,-16,19,-32,-42,-48,21,-36,-24,32,-35,-26,28,-15,-43,50,15,33,-37,-50,-47,-13,-16,-24
1,-29,22,31,49,0,-24,36,4,47,36,39,-35,45,42,2,25,34,-17,7,24,27,42,31,27,-28,-21,6,40,-18,43,-27,4,14,20,-32,30,47,20,-50,43,6,39,24,0,-4,-25,41,-21,-25,-3,19,-49,-46,-35,-6,-23,-6,50,-34,27,9,-11,47,39,25,31,-15,-13,0,-15,47,22,40,20,38,-14,12,29,-19,3,42,17,4,47,32,15,-27,-24,14,-11,19,-28,-6,-19,28,35,-39,-38,-28,258.2
1,-23,-3,-32,16,-14,4,3,-12,32,48,-14,-16,6,-48,5,2,0,-31,-9,26,33,-4,-6,22,40,-9,-1,-10,-32,11,-22,-38,24,-38,28,-41,17,47,-36,-2,45,-34,-1,0,35,-47,18,-16,-28,-42,27,-46,4,37,-8,-41,-22,41,-1,-4,-33,-6,-26,41,6,-49,17,-28,49,-3,-13,9,13,36,25,-37,5,-42,-37,27,-34,40,-3,-14,-7,40,-5,21,-4,10,33,14,-47,-43,4,10,25,37,-2,58.9
1,-11,-17,1,14,12,-48,-12,25,7,-4,5,-17,-22,-6,31,14,37,20,25,-27,-35,-15,23,-5,-46,-4,16,-20,-30,2,29,10,2,-21,-27,-37,49,-22,5,5,-10,-41,39,-15,-31,-15,49,23,21,-10,12,2,-9,-16,48,-5,30,13,26,17,31,-30,-24,-18,-35,-35,-4,-37,-41,-50,19,0,26,-27,35,45,8,-1,17,-22,39,-21,30,46,-21,-7,-9,26,-45,33,-8,37,-48,18,35,34,-1,-20,48,-7.3
1,9,47,-18,25,22,5,-25,-17,29,24,16,-44,-21,45,2,-26,41,46,-19,16,17,30,-43,-31,32,-9,-46,-18,40,-16,-21,-36,48,-23,39,-15,32,-37,18,-24,4,-16,49,-1,45,0,23,35,-39,21,-34,-5,0,-27,14,49,-20,18,-20,-30,19,-25,-50,-18,2,6,17,50,19,-15,-25,39,19,-27,-13,-21,-11,27,-36,1,-3,-20,12,13,-30,-25,11,0,10,7,-14,45,32,-13,-24,50,43,43,49,42.5
1,-23,-23,40,-34,12,-38,-31,42,-32,46,22,-15,-8,-49,47,22,38,-29,49,-12,31,6,24,-9,-47,-40,17,-47,19,10,18,13,3,8,29,-35,-14,48,23,4,10,-6,5,18,-39,1,-11,50,23,-12,-13,-31,10,-40,11,13,38,-23,-18,-28,3,17,35,-44,41,-21,38,-24,44,10,-3,3,-47,-49,-30,-36,-31,-24,-37,42,14,0,27,-27,-23,-47,2,-36,48,35,-48,0,1,38,-28,-43,-34,-41,50,93.7
1,26,-15,-4,-22,-12,-36,-35,-31,-17,-9,-18,41,21,-1,-17,44,-8,-47,-39,6,-50,46,-26,-34,-38,-39,-45,-31,45,31,36,20,-34,-19,15,-30,-39,30,-11,-40,37,-12,17,7,37,-50,-34,-22,-47,-23,0,20,40,-10,2,-49,2,7,38,-4,-12,23,32,4,20,-4,24,-2,-25,-37,-26,-39,-33,42,-16,-47,8,0,48,11,28,-37,47,17,3,-2,-16,21,-45,38,33,-7,-24,15,13,13,27,-48,27,-117
1,19,-35,-50,-4,-18,42,31,-49,-1,-20,15,26,24,-6,22,-44,14,37,-43,-50,42,11,34,-50,4,-36,-21,33,41,-19,9,-25,-37,9,22,-39,-33,2,30,-18,-2,-6,-42,-28,5,-4,45,35,-18,18,35,40,-21,18,6,33,-2,1,15,-45,33,40,-20,46,-2,-49,-44,-19,3,36,14,18,47,22,6,-33,34,0,-49,33,-32,2,-12,-37,-30,11,12,-16,-39,43,-11,44,32,20,5,46,-13,12,-23,-111.9
1,7,-37,7,-26,26,45,30,43,28,46,10,-24,30,-38,15,43,49,-25,4,49,-48,-38,-12,47,44,24,1,6,-40,29,-1,17,9,-45,7,-16,50,-48,44,-7,49,-31,20,28,48,-50,-13,46,42,7,45,44,20,49,40,-21,22,-43,1,-2,2,50,32,-40,21,-12,-39,20,-9,21,30,-45,40,-1,33,38,-1,36,-1,-10,-7,-41,50,29,-43,6,24,-5,13,-25,10,-36,-26,-9,42,46,-5,19,-19,175.6
