 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,19,2,-46,-20,47,-22,-32,44,24,-7,-30,19,-13,20,34,9,1,43,33,50,30,26,42,5,30,-39,-35,23,33,5,14,-33,-43,19,-37,20,47,-18,14,-14,25,0,21,28,-31,-29,-14,-13,-37,35,-48,43,-24,10,-37,22,21,46,-6,-31,0,-42,-14,-27,27,-34,44,-11,-36,-27,-9,5,23,-39,-18,9,-18,-16,12,-5,35,14,-46,-40,-27,34,33,10,29,43,-5,-21,-50,-3,-32,-7,13,28,32,95.7
1,27,-50,-28,-19,-10,-50,-21,15,49,-21,-24,-6,-37,40,-36,41,29,48,-11,-46,27,-19,-1,22,-18,46,40,-9,9,-16,-27,-49,-16,-39,50,24,28,45,-46,27,-26,-20,37,-47,36,-50,44,14,14,-18,-16,-44,-20,33,-6,12,29,-16,-48,-47,18,42,21,18,20,20,-42,-37,15,-38,40,5,-41,26,-26,45,-8,-32,9,-44,-34,9,-38,-4,-8,7,24,37,7,-7,6,41,-16,-24,-26,20,13,49,34,71.5
1,44,-39,-11,-2,-30,-35,22,-36,-27,6,-11,-21,-11,15,-42,1,-44,-19,-25,9,4,-16,-36,-40,-16,-10,-50,-46,19,50,4,12,27,43,26,47,24,-2,27,48,20,33,-24,-42,-3,-50,-24,-31,48,1,28,1,35,42,-23,-32,48,-22,39,17,-23,-8,45,-47,-49,21,16,25,-32,-42,22,4,7,15,-21,-47,-19,5,39,-21,22,-18,-4,-28,-27,24,-44,38,-49,46,-30,-22,-47,-36,-19,21,35,13,-38,-160.2
1,19,21,34,-27,-22,-36,-32,48,-38,23,37,-9,-40,35,37,-18,-42,10,-12,12,-23,50,32,5,20,12,2,-10,-3,-36,2,-35,2,-48,-46,30,33,-28,27,45,11,-21,-49,21,-36,5,19,39,31,-43,-34,-42,23,14,-21,-8,-25,32,-1,22,12,-50,4,-37,19,-26,9,2,-3,-48,-38,24,-19,-36,-39,-39,19,30,16,-1,3,-2,-27,-24,-39,3,-16,-13,-16,33,25,12,0,45,26,35,-31,-16,-14,10.5
1,-18,-14,-35,-45,-16,46,-34,-39,-20,13,-6,29,-35,42,19,-43,20,-29,-8,23,-29,41,-3,33,-10,-8,-26,42,11,-25,-23,9,-23,-42,14,-23,-47,-3,-45,-17,-41,-1,29,41,-44,-3,49,-8,-16,-44,-36,5,13,12,-13,-47,20,-22,45,47,3,38,5,30,13,35,-43,16,-19,-38,16,-44,-23,-40,14,50,-27,-22,-8,7,-16,6,-39,47,34,-36,16,-31,-42,-24,-35,11,31,-14,-43,-41,-29,31,-9,-132.9
1,-32,43,-44,-25,36,-34,5,35,-45,33,-24,12,33,-1,-11,-5,49,4,-39,-32,12,-47,50,40,0,-14,47,9,7,27,-50,25,-15,23,16,-30,6,-30,21,11,19,14,-27,1,29,12,47,27,32,24,45,-40,-7,45,50,44,-20,12,2,3,-46,-32,44,-11,42,-24,-25,-37,-4,12,24,32,-25,13,-18,-47,42,45,-3,23,18,-9,-1,-39,-49,-36,21,48,26,39,0,-4,-43,-6,1,15,20,-8,28,-21.2
1,32,-46,-33,13,46,31,12,16,22,6,-38,-40,41,-31,10,18,-29,24,-12,-32,0,-24,19,12,-17,29,-37,14,-36,5,-9,12,9,-25,42,-29,-45,3,37,-7,25,49,3,-19,-33,-38,49,-46,37,-14,-27,-48,13,8,14,12,-14,-7,-24,-34,49,-17,28,-27,8,19,-6,-21,38,-20,22,13,45,-25,44,-38,-47,43,33,40,45,-45,8,7,13,39,-31,15,-19,-39,-3,-21,-6,-25,3,19,10,47,48,37.2
1,-2,44,20,27,38,11,20,16,14,-22,-1,-30,40,-30,-6,-4,0,-18,-19,31,14,-42,-22,9,3,3,28,38,29,-9,35,-24,-16,-30,-48,38,-3,-11,-30,-39,-17,19,48,-28,5,-9,19,-46,24,16,36,-47,25,-37,12,44,-18,-44,31,-40,-3,-19,-13,31,-32,-45,-16,15,-6,4,-8,28,39,-11,50,-6,31,-16,-2,-30,17,-17,40,-9,-38,-33,-50,-6,-27,-3,-29,20,28,-26,-34,46,-21,1,-23,143.5
1,-10,21,19,-33,10,-42,33,-47,5,-33,1,-9,34,1,-20,41,-21,-3,41,-10,-13,-47,11,-44,31,35,40,-7,30,-44,20,-31,27,-12,-48,-14,-38,36,-45,17,19,-27,24,-32,-10,-47,-42,19,-33,15,-42,4,18,-15,-24,-36,36,32,7,16,38,43,1,-19,-19,4,-17,-41,-45,-11,27,24,-22,-34,8,18,-30,16,-14,-47,47,-39,-27,-20,-4,-1,-6,49,48,18,-20,35,10,31,32,7,-50,-35,17,95.3
1,-45,-30,-41,-5,-2,-25,-48,-35,-39,-16,-33,31,47,45,-47,43,-43,-31,-13,-45,-34,21,-15,17,47,32,-1,-30,33,14,3,4,34,-22,16,-19,-31,-16,-38,-19,-15,46,28,-19,41,32,-26,48,-50,-23,-48,33,14,-47,-1,-24,35,14,-4,-17,-23,49,4,27,43,-31,24,-38,3,36,-41,38,32,37,36,-12,-16,26,-15,-16,19,-47,33,49,-44,49,-26,7,12,21,7,40,-15,-40,-18,45,-21,-44,-44,-105.2
