 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,24,-25,-29,-30,8,-14,-21,-35,36,-47,-5,12,47,-10,-25,-24,-33,15,-37,-24,-45,-21,-48,48,27,30,5,45,-28,46,8,46,-30,-4,32,29,32,-40,10,-17,31,-46,45,-7,-40,36,19,-22,-34,33,-30,-29,28,-27,35,-30,-48,-11,-36,-26,-49,-12,36,-29,34,-16,16,-18,-6,-25,15,41,46,-24,-16,-44,-39,19,-50,45,1,-30,-35,45,-41,17,-36,28,-45,45,18,-44,-17,4,45,33,38,10,-36,48,2,-4,5,-37,22,39,-31,-1,7,-31,-7,25,-44,9,-15,-35,42,-34,44,47,-40,11,20,-41,31,14,9,-16,40,23,49,-43,35,3,-29,6,-43,-10,-45,-20,-24,-2,21,-18,23,-44,-3,14,-28,-10,-23,49,18,47,25,-2,-24,-17,33,32,22,31,40,7,-17,-40,29,-10,-34,34,-14,-8,49,-43,24,-13,-37,38,-49,-49,44,45,16,11,7,-10,-41,33,-11,8,-20,28,-46,-31,-50,-13,-21,29,-7,-47.3
1,-38,13,29,4,-23,36,45,14,15,32,-19,-18,-9,-25,49,-48,-2,-46,28,47,-40,-15,-23,38,-45,-4,38,-8,-8,-18,1,4,11,46,24,38,-2,18,2,29,-35,-1,-39,-27,-9,-41,-25,39,30,19,36,40,20,29,-7,25,41,47,33,-18,-21,50,2,40,45,-24,-6,-42,10,12,38,-8,-40,49,-19,1,24,6,-44,-31,41,8,26,10,-14,-32,-16,-24,32,33,-25,-40,32,27,16,-8,19,-41,1,46,-13,-12,-47,-2,-48,-16,15,-8,6,-13,-23,-38,45,-48,22,-20,38,22,-27,19,4,-36,-5,-49,7,-40,-7,-24,37,44,38,-27,48,7,-13,16,7,19,24,29,-45,-49,41,-50,-47,-22,47,41,50,36,-25,-31,50,20,-30,7,31,13,-1,-17,-27,-48,-28,-30,-25,-24,3,32,45,-24,-24,16,-23,-34,16,48,-6,-21,4,-41,-36,30,-22,31,-35,-36,-13,12,-7,36,45,16,4,-33,3,29,-7,-45,-24,169.3
1,-47,48,2,19,-25,18,-49,39,28,-20,-42,37,-40,4,31,41,20,45,44,-19,-13,-5,43,20,49,-41,-28,27,-32,-23,-48,-29,41,-30,6,32,38,7,20,-19,37,-5,-33,14,49,14,4,-16,8,-36,-18,12,9,-26,-19,-26,50,-31,17,-33,-38,20,-46,-48,6,10,35,-40,-33,4,-9,20,15,-25,-17,-20,39,4,14,-37,18,12,25,43,36,22,-34,1,41,34,-16,-48,-31,-46,-46,25,15,39,35,-2,-41,-24,34,-10,1,34,20,-45,-13,-50,-32,21,12,43,-21,-36,-20,-4,15,-30,-21,16,-28,-36,20,44,39,-50,-2,-10,-36,-27,-18,49,14,33,-2,-17,4,1,-17,23,-29,12,-19,0,26,12,12,-44,32,7,-12,21,21,-42,-20,-24,25,28,16,40,-49,48,4,15,-4,-49,48,50,2,48,22,-11,9,20,5,-50,-19,-33,23,-38,24,-39,-1,-39,36,29,-13,10,7,19,-35,-26,-18,19,39,28,20,88.4
1,2,-7,-29,-35,32,10,-10,1,-35,-44,32,49,30,10,22,7,-41,-1,-42,4,36,-16,-40,-30,0,-50,2,-32,5,-21,39,24,-11,26,39,-30,-48,-21,-13,-33,-49,-32,-35,-3,-6,3,20,3,-48,28,-43,4,29,34,25,-22,1,43,-4,-45,39,-50,29,-23,-7,-16,-37,-5,-21,0,-22,-20,-16,-7,28,28,12,-3,48,-20,42,21,35,20,4,-25,48,-46,-33,-41,27,-45,27,5,49,-31,39,-39,-20,34,-23,8,-36,11,17,8,-45,-22,-46,19,-25,12,-11,26,-19,43,17,45,14,0,21,-44,-28,-3,11,-30,-18,-34,49,-22,50,-25,36,30,3,-32,-13,-26,-38,-42,43,-13,20,-19,-38,-49,40,29,46,-31,-21,16,-25,-33,29,3,-13,27,19,-15,-46,-16,-23,40,31,-4,24,-33,20,37,-25,12,-27,46,9,-48,13,-2,-3,-26,-16,-8,7,9,9,-49,-39,47,29,-4,48,33,-3,-26,-11,-23,20,-38,-40,-207.9
1,-45,49,-14,17,39,48,42,41,-24,-44,-13,-34,-10,30,23,15,-12,25,-7,-50,-31,5,49,18,-49,39,-44,45,9,36,-45,14,0,-43,48,-12,21,5,45,47,11,-18,-38,-50,28,2,-18,-35,43,25,33,-39,-21,31,29,48,19,2,42,44,-13,47,-26,37,-47,38,42,24,-8,36,-14,20,34,-35,20,11,17,18,-7,9,-8,-25,-14,-12,22,-36,-15,-44,16,-24,-50,19,40,41,-28,43,-6,-37,-17,2,15,-15,-29,-1,0,8,26,-34,-25,-32,-9,18,-7,27,-45,-36,8,-44,38,-27,-18,38,9,-29,-6,31,31,4,10,30,-45,41,-36,-23,-11,-19,35,-35,-37,-41,50,5,-7,-41,48,-36,40,5,-30,27,-5,-31,-20,-47,-44,24,0,3,-23,26,-18,-17,16,-37,-24,22,-40,-40,3,-27,36,2,-6,-21,11,-42,-41,1,13,47,-23,24,-35,8,-7,38,48,43,-9,-25,-16,-11,-26,-50,2,0,22,-22,-24,223.9
1,-26,2,-39,26,12,-44,-13,20,33,4,50,29,31,23,10,-46,-34,-3,-48,25,4,-23,-41,44,-33,26,-39,-17,-3,-10,9,-13,42,-14,-38,3,-41,-35,40,42,19,39,-14,-34,11,12,-30,-7,25,-28,35,-21,-35,10,-28,49,-15,50,-19,-2,-11,6,35,47,43,13,-34,18,29,-45,-25,-37,44,11,46,-30,39,33,14,13,-46,-36,42,37,-10,30,35,25,-4,33,39,35,-12,23,32,47,-15,14,14,30,19,39,10,12,-35,5,32,-47,-13,-39,17,-42,42,-26,11,-19,21,-39,22,-34,44,10,17,-18,49,-36,-22,-50,28,43,-4,-4,-3,-45,24,13,-23,-28,16,-20,50,-18,-46,42,-27,15,39,44,27,11,26,20,37,-8,18,36,7,13,2,-50,5,48,-3,18,-47,37,-20,-20,-42,47,-24,-42,45,-19,50,-33,46,38,27,-12,-36,2,25,-49,11,-8,3,34,-46,-46,34,-25,18,47,44,21,34,40,17,-30.6
1,8,36,10,16,31,41,-19,48,2,36,-9,41,16,43,15,17,-31,23,36,-48,-6,6,3,-15,-26,-1,45,11,49,35,45,7,20,4,39,-34,-40,-30,31,12,22,-29,2,-13,30,33,21,50,-28,6,18,-18,-38,37,-17,-48,-14,-22,-21,-50,29,-27,7,-36,-7,-38,48,3,-18,28,-35,20,15,-17,-44,-6,33,27,-41,21,-17,-6,19,-39,-20,-49,30,-18,46,-42,-17,-10,-18,6,5,-9,18,2,45,16,46,26,-15,10,25,-42,-47,7,35,30,44,34,-27,12,45,3,14,-10,2,-25,-1,1,16,-3,-44,37,38,-9,-12,32,23,50,-27,25,9,49,33,-22,-29,17,-43,-35,-33,-20,-7,28,0,23,-32,18,49,17,-32,14,30,41,-34,17,48,-30,-35,21,-31,-12,-5,28,-48,44,-45,-26,-24,-37,-11,-7,-41,32,-29,-25,5,-45,43,-31,22,-40,-1,1,18,15,34,15,35,49,-15,-47,-47,-4,31,-45,-45,215.8
1,36,-21,-18,15,-16,-9,-9,-34,12,16,-13,17,-25,6,-46,-49,-46,-29,19,-15,-45,-16,-31,20,-15,-28,23,-2,19,29,3,-30,24,35,2,-42,43,43,41,4,8,-23,38,33,-1,8,35,-31,30,3,4,1,3,-11,-30,39,-23,10,-14,46,-12,39,32,28,-10,-17,36,-18,-25,26,2,34,19,-45,-18,-33,14,33,-48,-41,-48,6,10,5,11,-4,-41,38,-45,-5,33,-41,-50,15,38,-44,48,23,-46,40,-35,-28,-11,34,-22,21,18,8,-30,-14,17,39,9,43,-7,-31,-12,-31,-43,-6,-20,40,3,47,-30,-10,-48,35,30,23,24,45,46,-38,-6,40,-1,28,-3,-15,-36,30,-27,23,22,-17,42,26,2,49,-31,32,5,-11,29,25,29,-3,-25,-26,37,49,-32,32,27,13,-13,43,-10,0,-23,-30,-21,-33,43,17,0,35,-8,18,33,-22,-1,-13,17,44,29,-39,-43,-47,-14,44,19,4,-9,-5,33,28,-47,-4.9
1,40,-23,-19,-41,-28,-2,19,5,14,3,47,-19,-49,41,-4,-45,7,-10,34,19,-37,3,21,-44,-29,41,-3,-17,24,41,-14,-21,-33,17,-46,-45,31,23,10,-6,42,-28,25,44,-37,-29,15,-14,-23,-2,-46,-10,-50,-9,-38,39,-18,-25,-29,22,-35,7,-50,49,-26,21,-47,21,-40,-21,32,-49,1,6,11,-20,-7,-25,17,-14,-11,-13,-8,-10,29,-30,-22,-40,-5,-1,32,-24,22,-2,-26,46,-32,44,-17,-22,39,-36,47,-44,-14,-27,-14,30,-1,-48,32,38,-44,-26,44,35,-6,38,11,6,-48,-8,32,25,40,23,-14,24,16,19,19,-29,-1,15,-23,36,4,13,-19,-48,-18,-38,7,-12,-48,-34,-28,-37,-46,33,-15,23,41,-34,-37,-4,39,0,-31,-29,35,4,-8,-50,35,-15,36,-11,48,33,-9,46,11,14,-17,-20,31,-29,-7,1,20,28,-27,10,10,-47,-45,-35,-31,42,-14,20,-5,-6,20,47,-5,-29,-15,-57.9
1,-8,-47,-8,-12,15,-44,-13,45,37,9,-47,-47,-22,-3,43,5,-44,46,-24,-29,-36,-33,-27,35,-21,-17,-30,-25,28,-8,-24,37,-5,18,41,26,24,-23,20,-24,2,-11,-21,31,36,-28,-49,43,34,-23,-37,49,-39,-47,-1,-44,-14,19,48,-36,27,-27,-50,-28,41,41,14,-19,-33,-16,7,20,-11,3,-34,-25,25,-33,-33,8,-40,47,-28,-29,50,-13,-23,-14,-44,-26,0,-1,-37,-34,21,21,-44,-49,-49,40,-49,8,-25,-10,-40,-43,15,1,41,32,26,-49,-5,48,39,-6,-15,-34,-4,-43,-44,12,6,37,28,44,7,0,45,8,-10,46,32,15,-49,9,23,17,-41,13,-36,35,-20,9,-1,-31,-47,0,-49,-35,-27,24,28,29,10,5,-12,-34,-45,49,-10,-39,10,-28,26,12,-3,-36,-22,6,-6,-8,-43,-10,-49,-28,9,21,22,-24,36,45,-50,13,-11,-24,35,28,-41,6,-8,-1,17,-48,-13,-42,14,34,40,-76.5
1,42,-44,-17,50,-37,-11,-50,-49,49,-13,23,-26,-27,-17,41,2,22,-33,-14,-35,-24,42,8,25,-26,-24,29,-17,40,12,-28,-3,-16,-29,-4,-3,10,-37,-2,-26,0,37,-1,-11,36,-45,42,-26,-28,44,-11,-2,2,13,40,26,39,18,25,-6,46,47,41,-20,34,-13,-7,-6,-34,8,18,16,-6,33,22,47,39,13,-30,-40,-28,9,-25,24,39,-36,-34,-7,-2,41,38,-7,4,28,-11,-13,31,33,31,13,-10,-35,-21,0,14,17,-4,2,46,16,-21,-33,42,4,8,-4,-16,-10,39,32,-20,-8,41,0,37,-20,38,-17,-38,-16,47,2,-1,42,18,-37,8,-36,-19,3,-4,10,20,-13,30,44,-1,-37,-17,-12,11,-20,30,2,30,-18,32,17,16,44,18,12,-39,33,3,29,12,-40,9,44,13,-45,-31,49,-42,50,9,8,29,8,12,-10,38,-43,42,18,-10,-11,-50,-45,-18,18,17,-41,1,36,4,-38,46,-29.1
