 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,-20,9,32,-22,8,-6,-39,9,18,-39,5,42,37,-6,-31,28,37,31,47,-36,-39,-20,-18,35,38,-42,16,-23,2,14,-1,32,39,47,-41,-4,-44,37,-46,24,15,9,15,1,20,35,45,6,-19,41,-14,-8,37,18,44,24,-8,-25,-49,44,5,-34,-8,-6,29,-33,40,35,-46,45,8,-15,-31,39,36,39,23,31,-39,20,21,-3,-38,-26,32,22,48,-27,47,15,-33,1,-3,9,45,-25,-8,1,26,-29.3
1,-4,-5,-17,31,-20,-28,-17,36,11,-37,47,-19,0,-41,-41,24,41,31,-12,-36,-7,19,48,10,33,6,-29,24,14,-12,0,-40,33,33,7,29,21,6,14,-18,-15,10,13,2,-14,-12,42,-24,35,-21,-10,44,15,-13,3,-3,9,-10,-30,-27,28,20,50,-24,-31,-28,-45,40,29,-15,-29,30,12,0,-19,48,38,-27,-27,-12,-32,14,-19,-1,17,35,12,-24,41,33,-35,19,-32,-36,11,-47,-48,16,44,64.6
1,-3,18,31,-23,-21,48,-26,-24,1,-37,-1,40,-18,29,-30,-3,-38,21,-41,-12,12,8,-31,47,26,50,7,-4,-49,40,-11,-35,-27,36,-42,2,33,-18,28,-50,-4,43,40,-6,-12,26,41,0,-37,50,4,25,7,23,-13,50,-12,10,-5,-45,-35,0,-30,-12,-15,-22,6,35,11,50,1,23,43,-10,-34,47,32,23,-4,45,-11,16,-15,12,-46,22,-23,-8,49,-12,-3,30,38,18,35,40,12,-10,-10,-0.5
1,-28,-10,41,11,49,47,-7,45,28,33,-44,23,-29,22,-43,-1,26,-4,27,34,-40,-36,-20,40,19,14,24,-26,-24,-36,14,-36,-30,-30,26,-32,-34,35,-38,10,17,35,49,38,-28,23,-47,14,-32,30,-3,45,10,27,34,-22,-43,-26,2,-17,-46,32,-37,-26,-49,39,-42,34,-10,-30,-6,-44,21,-8,11,43,-36,14,6,49,-7,-48,43,-48,-5,-7,48,2,-17,-35,1,-47,48,15,-23,15,-31,-15,-1,53.2
1,9,-29,9,16,8,-50,43,0,32,6,-45,30,49,24,-11,17,-32,-2,14,-13,-3,-4,4,0,-7,35,-7,-43,-46,28,-28,-21,15,31,11,-28,-2,3,-12,-21,-42,-7,25,23,33,30,-10,-50,-23,20,-47,-10,-35,-26,40,-26,-42,-18,49,29,26,-30,25,-44,-49,-15,-22,-1,5,16,-6,13,25,-32,-48,7,49,-42,-26,42,-6,44,-18,10,-33,38,0,-24,-30,-2,21,46,19,-5,-48,20,-3,47,35,-71.4
1,-49,-21,-22,-20,20,-38,-18,-23,-40,-10,-33,19,35,-40,17,-40,45,4,10,-30,24,25,7,-14,-7,-48,-12,29,-1,-50,13,-34,-21,7,-4,50,19,-5,43,-4,35,-41,-36,-15,36,-3,-39,30,-50,-12,16,25,-38,-27,27,5,42,-36,50,-44,31,-22,-28,-40,35,-16,26,-31,29,18,-19,-20,-7,-39,15,-22,8,-7,25,9,31,-10,50,9,-21,26,-37,-30,6,29,43,-14,-44,31,-38,7,-35,38,-8,-142.6
1,44,-29,24,-27,-20,35,5,-25,-7,48,50,18,-6,-45,17,-48,-15,-42,32,-29,14,10,-36,50,-18,11,-38,5,26,16,47,20,38,20,9,-33,-29,-37,-8,14,27,-43,48,-30,-37,14,39,-2,22,20,-15,-15,46,-35,-50,-23,27,29,32,2,-5,-5,38,49,31,-3,32,-49,-24,41,-19,-47,48,-22,40,27,8,-5,-26,-21,-36,-24,-20,-40,-9,48,-47,-33,26,2,20,37,47,7,1,27,20,50,-5,-34.2
1,47,6,26,16,3,21,-29,47,-22,16,-30,8,-3,-38,4,-27,4,1,-24,21,44,-6,-44,-4,-44,14,14,0,50,13,45,46,-32,-14,-23,-13,-44,-1,-17,-15,31,-30,9,-23,-18,29,0,36,47,-7,-27,40,37,-21,-49,44,43,15,-7,9,44,-47,4,-39,-11,-2,-35,-38,13,-36,-37,-7,-16,22,21,-17,-34,37,-32,-38,-21,-43,18,33,-13,-14,-8,46,-50,35,4,11,4,25,-12,43,-28,3,-46,-66.9
1,35,18,-33,-23,18,5,14,-50,-12,1,36,0,-4,43,35,-22,-21,-30,20,42,37,-30,-5,-37,24,-31,2,-17,-43,-46,-47,42,-12,-29,36,-44,-8,-1,23,-4,16,8,13,-38,-33,-3,-44,-38,-17,-7,-47,36,13,-35,50,-47,-50,1,-14,-42,-29,-11,50,-24,-24,1,-18,-15,-50,21,31,-18,46,-7,-40,-38,6,-33,41,5,10,45,-9,39,26,-44,42,26,-27,-23,34,-6,-17,0,20,9,-50,18,44,-6.8
1,17,-45,25,50,-50,34,26,29,-10,43,19,11,-32,-21,18,24,-46,24,15,31,47,9,-20,-43,42,30,-7,-34,-3,28,-40,-37,33,1,29,33,-16,5,11,-10,-37,46,-49,49,-25,19,22,46,-41,-48,26,22,-23,23,-5,35,-32,39,-49,15,-18,-39,-5,-36,12,40,13,12,-40,40,-48,41,35,20,39,26,-46,-24,22,30,45,-37,2,-28,36,47,-44,-46,1,-43,-15,-1,35,-4,-21,-38,-14,42,25,92.9
1,-38,-3,-7,-48,49,-38,41,24,33,33,-39,13,28,-25,31,50,-40,27,22,31,45,-4,33,-41,-20,-22,-11,-7,-20,47,34,-7,-6,-24,-5,-42,-12,-48,-2,37,35,10,-1,12,35,-21,-23,11,23,50,-42,-17,-39,41,-8,-9,35,31,0,-35,28,-17,-26,38,9,19,46,13,21,-7,0,-28,19,15,34,3,45,28,31,-17,-7,5,16,4,-39,-43,11,46,5,-39,27,-18,-40,17,36,20,-14,31,49,52.9
1,23,40,-36,45,-25,30,-5,-6,-10,-28,-26,23,15,-5,-46,35,6,-39,-5,-32,16,6,11,14,17,-22,-1,-48,14,46,17,-48,2,32,48,27,-23,-42,37,17,47,28,-45,-23,-28,-41,-39,29,37,6,47,-31,-38,7,33,-5,35,49,-37,-36,10,30,-33,-39,11,31,4,4,39,-9,37,35,-32,42,-39,-10,17,39,35,4,-6,-3,-11,-28,-46,38,-17,5,36,-4,-14,-38,-24,3,40,3,50,-6,-43,-77.4
1,4,1,44,-46,-15,2,-35,-9,-32,20,-24,-12,-37,23,-7,-14,-7,-19,19,15,33,32,-50,45,-43,-31,35,-24,-32,45,50,22,-5,10,26,30,-39,7,37,46,43,-38,-50,-45,2,-7,-43,11,24,-7,-25,-27,-26,42,-33,48,27,-49,40,11,46,40,49,-44,-35,-10,2,43,13,-11,38,5,-33,4,11,19,48,-16,47,-13,27,38,10,17,30,-6,-20,-28,-5,-30,34,-43,26,32,30,41,-28,-18,33,-105.4
1,35,-13,-14,-44,4,41,-17,40,4,17,36,7,-40,23,34,27,-32,-23,24,-43,-12,44,41,-39,-15,-12,42,-25,10,40,24,-39,43,26,34,-4,16,-34,-49,36,33,3,-41,43,43,43,-14,-40,36,-41,-33,40,19,24,-49,20,-38,9,11,-12,-36,-16,-35,-44,-41,49,-32,-8,-36,37,44,14,-11,19,-28,-19,-23,8,-42,-38,-17,42,19,18,16,20,-47,-6,45,14,32,25,14,14,-3,-10,-22,-19,-2,64.3
1,-7,-33,-9,23,7,27,45,4,-47,-31,12,33,-32,-30,1,3,36,37,6,46,-3,37,27,-29,0,-44,18,40,-15,49,-13,-6,33,-5,-34,-45,38,27,9,41,12,38,23,31,-43,-27,50,9,26,5,4,-28,-9,47,-7,8,-47,27,-37,-12,-8,-33,32,-26,-22,48,-21,-35,-10,38,-45,-48,-9,29,33,-2,18,-2,23,-40,-48,-24,-18,-40,-27,26,-16,-24,-32,-3,-20,10,14,-39,34,8,25,-38,23,120.8
1,-36,17,29,33,-43,-27,15,-28,7,29,45,17,-2,38,50,-26,-40,-9,8,-48,-25,21,-18,36,-49,-7,19,9,34,-2,-18,14,31,27,-3,4,50,28,26,-28,7,-13,40,-46,-26,5,-22,-50,12,2,-48,37,-28,-50,22,-27,-41,-43,33,43,-29,31,6,-49,7,-48,5,-28,-3,48,-40,-47,-16,50,-43,-26,-30,-49,-26,32,3,43,-15,25,43,-44,15,-49,30,-37,10,-50,44,32,18,-34,1,-27,-46,97.6
1,48,37,-36,-50,37,-36,24,-40,-50,25,-50,-1,-23,9,34,-49,-33,6,-18,-32,-14,-5,-6,-48,-12,-25,21,-30,26,10,-26,23,-4,-11,-11,49,-31,-38,25,-31,37,25,18,-37,50,-33,32,-34,24,-37,-16,26,-25,-6,28,13,19,-36,0,-39,24,24,34,36,-38,-27,0,48,-15,-26,34,39,15,-33,18,14,-15,-1,30,-42,-21,30,0,4,-27,-23,33,9,-42,-18,20,-2,23,3,-50,1,-8,0,-1,-135.6
1,28,25,-18,-18,-11,-1,50,-47,0,-35,-1,-26,-40,-21,24,-20,-32,18,-38,27,26,-39,-4,-27,0,50,40,-50,-43,-10,-1,1,31,-3,33,-31,13,33,39,-38,48,-46,-47,24,-17,27,-47,1,-6,32,-22,36,9,-10,26,-42,-45,15,-41,-37,-46,-26,14,1,22,-3,21,-16,46,-25,-38,9,-21,-35,-18,-22,9,-49,30,19,33,24,5,-8,30,47,0,36,11,9,49,-18,34,12,33,-29,25,-31,-29,-27.5
1,-14,-39,50,45,-10,-35,43,19,-10,44,-36,-42,27,4,13,35,-17,9,-16,-32,37,10,33,35,-41,-39,17,-20,36,3,1,39,14,0,33,20,-19,-8,-46,21,-15,35,-4,28,-12,-42,12,-12,-16,47,-28,37,-28,22,21,-19,33,-47,11,-16,6,28,-28,36,44,22,6,42,-37,10,-22,-2,-5,24,43,-1,-1,4,3,-1,-34,-8,-15,-12,-37,22,-15,46,25,12,46,48,-45,-32,33,16,40,-12,7,80
1,-48,15,1,-34,26,-25,-42,41,-10,-21,-6,39,-5,2,40,0,15,11,35,-24,-49,-3,-29,49,2,-11,32,-33,45,36,-10,47,-34,42,30,42,33,38,33,-28,33,43,27,-22,-6,16,-6,25,43,-22,17,44,-9,38,43,10,44,-10,-7,4,42,34,1,25,-9,47,16,40,0,-36,28,-17,23,4,-23,33,36,21,7,28,49,-27,-13,-44,28,-21,16,-13,-15,25,41,44,-26,-43,18,15,-47,50,-30,-17.5
1,4,31,48,3,3,-33,30,-48,-48,0,9,-4,-36,-1,34,-30,43,29,2,-21,31,-23,-31,24,-33,44,-43,33,47,-44,19,-34,37,17,-15,-44,34,-36,-42,3,-20,-17,15,-5,-2,-2,-19,-10,44,0,-15,24,-7,5,-3,10,-36,4,-42,-40,-24,28,44,30,-6,-22,2,44,-41,10,-38,-11,9,28,0,-43,42,32,-3,35,48,33,-26,-10,-47,-13,50,-33,41,25,44,34,2,3,13,12,-2,-36,-29,74.6
1,7,-10,-50,12,49,-6,-38,22,-15,10,36,37,7,-16,-40,47,-47,-2,12,37,-46,-48,-4,4,4,50,33,32,-37,13,-47,-14,-48,-47,48,18,-3,-41,-45,-2,-15,41,-50,42,41,-39,4,44,-25,33,30,46,35,-24,0,-45,42,49,37,21,12,6,-44,-20,-25,-47,48,-12,30,20,3,-36,10,3,23,1,-20,-24,-40,-29,25,7,-33,10,-1,-17,-19,-10,-19,-33,-40,9,-10,33,40,15,2,37,-47,142
1,-19,6,6,-38,33,25,35,50,-45,27,-41,-24,2,16,-41,28,-36,-8,-42,-30,-10,42,47,49,-19,29,38,13,-19,-9,-18,-22,13,4,-44,-39,-22,41,-40,-17,-16,37,-24,2,2,-15,46,-17,-6,20,-31,34,-23,33,-2,9,11,-48,38,8,-41,-31,3,22,23,9,34,-50,-34,10,-50,0,-4,-24,18,15,-23,13,14,21,-18,33,-30,9,15,-15,34,43,-13,-13,-34,-4,6,19,34,45,45,17,12,92
