 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100, x101, x102, x103, x104, x105, x106, x107, x108, x109, x110, x111, x112, x113, x114, x115, x116, x117, x118, x119, x120, x121, x122, x123, x124, x125, x126, x127, x128, x129, x130, x131, x132, x133, x134, x135, x136, x137, x138, x139, x140, x141, x142, x143, x144, x145, x146, x147, x148, x149, x150, x151, x152, x153, x154, x155, x156, x157, x158, x159, x160, x161, x162, x163, x164, x165, x166, x167, x168, x169, x170, x171, x172, x173, x174, x175, x176, x177, x178, x179, x180, x181, x182, x183, x184, x185, x186, x187, x188, x189, x190, x191, x192, x193, x194, x195, x196, x197, x198, x199, x200,y
1,48,38,31,-17,39,18,41,18,-9,25,-35,17,-21,-28,30,-36,7,4,-27,13,-46,-40,-26,3,-7,-30,-11,34,24,-27,-4,21,28,-24,-47,16,10,45,-16,17,-15,-35,-16,14,-46,-37,28,11,-17,18,41,-13,-6,31,6,37,-49,46,-14,-9,35,33,-38,12,-42,32,45,-15,-8,-22,-49,27,-41,-15,-9,-37,-2,35,25,31,-32,-19,34,12,28,-10,-35,-5,-49,1,37,36,-17,49,-2,-42,-4,-8,-7,39,-14,-6,15,-5,-4,22,9,10,-27,50,-43,-9,47,41,20,24,-20,35,36,-19,-15,22,34,19,-14,-19,-7,32,-11,36,-14,-9,46,-49,2,-9,-11,27,-49,12,-8,-42,-47,-12,15,23,29,12,7,14,9,8,-49,-8,43,-47,23,-15,1,28,37,38,35,33,5,-13,40,44,30,7,6,-28,-19,-25,-24,47,48,21,8,-30,-50,-34,28,-49,-25,-13,21,14,22,-28,-8,9,-41,43,-43,14,46,13,7,-32.9
1,26,-30,29,14,-33,-47,40,30,17,-23,-47,3,-23,37,48,46,-39,-16,16,25,-45,4,33,-20,13,26,-13,-24,21,17,0,-38,3,-22,26,20,49,-18,0,15,9,-31,-32,2,-45,-35,-37,-34,-35,-4,42,-30,50,-10,-33,-21,-35,-30,-29,37,37,21,49,-11,16,-9,26,-20,23,-25,45,48,-6,29,-1,-34,10,-21,-18,25,25,40,12,-10,-20,29,19,-5,49,41,48,36,11,13,41,43,-47,16,-28,-8,7,34,-11,18,-22,4,34,5,33,32,46,-27,22,7,14,18,-49,-18,29,-50,-28,27,2,0,-45,-42,-8,25,25,-19,-34,48,31,-29,15,-42,25,-2,13,-26,-20,9,-37,18,32,27,-15,34,-41,-37,0,48,6,18,-3,11,26,6,-15,-34,3,-33,-36,-17,-12,-5,-9,30,10,21,20,40,-21,33,7,27,-24,8,10,-49,21,26,49,-23,-7,-38,4,36,-16,6,18,37,23,-2,36,28,44,-24,-27,-3.7
1,3,47,43,-42,42,-9,-19,-15,17,39,45,18,-25,21,-17,-32,30,-5,23,-19,-5,-22,50,-19,17,-3,-34,-6,-44,-42,17,-25,22,-25,-17,-21,17,-20,14,-17,-32,-25,18,-40,12,-50,-22,-9,-5,17,23,6,45,-12,3,12,35,19,22,8,-7,-11,33,31,-20,33,-40,47,-38,-10,47,-19,15,14,-43,-24,14,-15,-16,25,-48,23,-20,13,-40,33,41,11,-33,13,-32,-24,18,-49,-43,48,34,-33,11,46,-27,7,43,39,-30,50,31,0,-49,-36,-26,20,37,-30,49,13,-48,40,-26,36,-32,-8,-39,2,-41,-32,-35,9,-49,26,-29,-25,-18,30,30,-32,-4,10,18,-3,-9,8,33,44,28,31,7,30,20,-3,15,4,5,27,-45,15,45,-29,40,13,47,27,38,46,7,17,30,-48,43,-2,-35,50,-45,48,44,34,28,-34,-21,-36,13,11,18,-33,-13,-10,-2,48,-23,-46,10,40,31,-37,35,-13,-4,15,-45,1.1
1,-11,29,37,-12,0,0,48,-17,-22,30,-21,-42,-8,40,-8,-24,43,-2,-10,40,25,-6,-34,15,-25,-21,-1,-22,26,30,-50,31,-26,37,35,25,-13,33,24,-19,-22,-48,-45,-13,8,-3,13,0,46,19,-44,-14,-37,-28,-50,-46,-33,-34,-18,9,12,-18,-11,37,36,-26,11,-28,23,-50,3,-50,20,8,-13,-23,21,16,28,-18,-15,34,19,-36,22,19,-32,39,1,-34,-36,-37,-1,3,50,-50,-7,-24,-28,32,-24,-9,-1,12,15,2,40,-49,-32,-17,-16,-31,33,19,-17,4,-47,-33,-42,5,-17,-28,18,-2,-8,17,-2,1,9,-14,-17,1,27,32,-37,-43,50,-48,-41,34,-15,-41,-48,34,28,-49,-13,31,-32,-39,-49,-32,-50,19,-18,-8,-49,31,9,10,33,42,28,-24,-11,41,-17,-45,43,-42,39,44,-33,42,-7,45,9,30,-8,-6,7,-7,12,7,29,44,15,30,-10,41,-44,-27,-2,34,-1,38,24,-2,9,-241.9
1,-18,7,-3,42,24,-12,-16,-15,48,30,27,-9,-48,36,19,-24,14,-22,7,-40,19,-3,33,8,46,16,23,-1,-45,-30,-43,-47,27,4,11,1,9,45,2,6,-10,45,13,-8,30,48,18,-40,-25,-25,37,10,22,19,-33,-17,-50,40,32,22,27,39,25,3,-41,-15,20,18,46,-29,40,-15,-35,-32,-7,12,-35,-39,-12,-44,-48,-26,-17,-10,9,0,24,9,-44,5,-20,33,-40,-46,-49,-31,-45,22,37,-50,43,26,-49,25,44,-6,-48,25,-29,-10,-3,-27,14,30,14,-28,-20,-13,-3,-48,8,27,1,18,-3,2,3,-32,-27,-11,35,33,31,36,-27,-10,-21,-25,31,-33,15,-22,-10,45,-43,20,33,-47,23,-21,22,-19,22,-28,15,35,25,-32,-48,14,-27,37,-38,21,-12,-15,27,-17,-24,8,0,41,36,41,1,43,-24,-17,13,50,-22,-16,-20,50,7,11,0,48,-5,2,11,-15,-46,-10,-45,-8,25,32,26,249.1
1,18,-11,-25,8,41,32,26,0,-42,-42,-38,-43,-13,-4,-47,-48,-48,14,3,16,26,21,44,-40,26,-17,32,-33,24,13,43,-9,19,35,50,-25,16,25,25,24,-1,37,-3,2,50,0,-29,18,31,24,-16,6,-40,-23,16,36,10,-3,20,-17,26,-22,25,-6,-38,-10,-14,29,31,-40,-32,46,14,16,-2,13,32,19,-20,12,-42,14,-33,-32,41,33,21,-34,-21,-10,-34,-45,18,7,-35,31,47,-33,-25,-7,-22,-41,-12,42,-9,2,4,-27,37,0,35,11,-36,19,30,21,1,-34,4,-3,6,20,-32,-27,-24,50,20,39,-33,45,-19,-39,21,-15,-48,-39,4,-28,-16,-10,-12,36,18,2,4,-37,40,21,-21,-7,-33,35,29,-49,-43,-46,-49,28,43,35,-12,40,46,-42,41,14,37,-6,2,-30,1,40,22,-32,-42,42,-19,14,13,-24,23,-4,-40,1,-2,34,-29,-35,-23,-37,16,-18,19,11,-10,9,41,-24,20,136.8
1,-42,-37,-30,48,1,-46,22,-7,-49,-49,-45,-23,24,-33,-47,-26,15,37,-5,-4,-36,-26,-39,-4,43,-12,2,-32,45,-5,38,-48,-26,24,17,25,28,-12,34,-5,-10,39,-12,30,23,-9,-46,-13,44,-35,0,-43,-44,-23,-31,15,16,-12,33,-24,-1,20,-21,23,-41,46,-37,3,50,48,48,-45,2,-15,36,-26,-8,6,-22,-14,-13,28,-41,-7,21,46,-42,-48,-17,7,-21,32,44,-26,-30,-48,36,-17,6,35,47,-31,7,-1,-29,-42,23,13,-20,17,15,-17,-40,25,-7,32,-14,-33,34,19,24,29,-34,17,-48,-14,20,38,-15,42,-11,-18,-40,46,31,-19,20,-31,11,16,3,-25,49,13,16,-9,-6,-49,8,45,-14,49,23,2,15,26,4,-50,-21,6,8,18,38,19,-21,-16,16,49,-31,-24,-20,22,-32,-21,-15,34,-14,-5,36,45,-45,-29,9,29,-10,-27,-30,10,41,-1,-35,-2,-33,19,-34,-4,-48,-1,-39,-262
1,39,25,-9,10,43,-14,11,-7,23,23,-22,-17,28,-35,42,6,-29,31,-8,32,21,42,47,-31,25,16,-49,37,-16,-34,14,-28,42,-45,-1,0,-43,-41,9,30,32,37,29,10,19,20,32,6,1,41,-13,38,32,-50,23,-28,-18,25,-42,16,7,23,5,-2,-6,-47,15,1,-38,-27,48,11,27,26,37,-39,-38,-16,17,13,-26,21,-34,22,21,40,44,-48,-20,-48,-16,37,-9,39,-49,35,8,-18,-15,-13,5,49,48,48,25,0,-42,37,34,-8,-35,25,-38,-19,-4,33,37,-10,1,-34,-42,1,20,-1,-10,21,-17,14,-48,-16,-50,-27,-17,14,-29,24,-37,46,10,14,-13,25,-12,-1,22,34,48,9,-27,-36,-9,48,16,-40,-4,22,-3,-5,-15,-1,-4,-14,-11,-5,16,10,-32,30,-29,-6,-7,9,35,-3,24,6,-20,-12,31,-30,2,-28,-33,34,49,-20,5,-4,25,7,11,-30,43,50,-19,8,-25,-1,-47,254
1,-3,43,-38,-45,-7,9,-5,50,6,33,-4,26,-49,-16,9,35,-17,39,-10,-5,-20,47,-45,-34,5,-45,-2,29,47,13,-1,-7,-28,11,-36,15,37,10,14,-8,-8,27,34,-7,-40,-42,45,-41,14,-50,4,44,47,10,-41,-33,-19,-27,12,-23,37,27,-13,-42,-12,1,23,41,-40,-47,49,-31,30,32,-22,40,6,-28,16,-31,-28,-31,-38,35,-5,39,18,-8,-39,47,-14,14,23,23,22,27,-27,-39,17,-50,-36,15,-31,10,-38,-37,-35,19,-48,31,4,-26,-50,-17,26,-5,-29,-41,4,49,-45,40,-21,29,12,-50,5,35,28,-28,1,42,3,20,-33,-18,0,-17,17,2,-37,-30,-8,30,3,-33,42,-10,44,-5,-45,49,-16,-16,27,46,-50,49,-4,29,37,48,-14,-11,-17,4,-13,-1,37,-47,-50,16,-26,-7,-4,-7,-24,-13,34,-31,-2,39,35,32,39,11,27,39,-25,39,-17,-39,36,20,-33,36,40,4,-16,7.6
1,-8,8,-49,24,-2,-6,-31,41,-14,-28,-10,-28,20,45,-44,1,-1,-17,44,-12,9,33,21,-14,-16,-44,3,36,12,-43,37,-47,-19,38,28,29,48,13,-15,-17,2,-8,-29,-29,-48,44,-11,2,44,49,40,-32,-3,-24,4,-2,50,-43,-17,11,-36,-31,-19,-5,23,25,40,20,-13,41,-47,5,-18,41,27,-15,35,32,37,-6,-4,-8,12,44,-16,-35,-43,-17,-28,-10,11,-48,-24,8,-37,49,-18,-48,19,-15,44,-12,41,42,45,-17,-24,-5,-36,29,39,-24,37,0,-31,-29,-18,-24,-30,4,-17,-3,-27,-25,-46,-14,40,-14,-45,-26,-12,49,-22,-22,6,-27,-23,-1,-16,-9,44,-27,-17,31,-11,3,-49,21,-5,38,-25,-6,-15,-2,19,-11,0,-25,-8,5,-1,-4,-31,28,24,26,17,-50,-26,-50,-43,-33,-27,-10,14,-21,9,-19,50,21,-31,41,-36,4,-12,34,9,39,-42,17,-7,-27,-38,13,17,2,-46,-17,2,9.4
