 x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, x30, x31, x32, x33, x34, x35, x36, x37, x38, x39, x40, x41, x42, x43, x44, x45, x46, x47, x48, x49, x50, x51, x52, x53, x54, x55, x56, x57, x58, x59, x60, x61, x62, x63, x64, x65, x66, x67, x68, x69, x70, x71, x72, x73, x74, x75, x76, x77, x78, x79, x80, x81, x82, x83, x84, x85, x86, x87, x88, x89, x90, x91, x92, x93, x94, x95, x96, x97, x98, x99, x100,y
1,37,-25,13,33,41,25,30,-41,18,-19,39,48,-15,25,-34,20,11,15,-29,47,43,28,-32,-37,47,-7,-43,48,7,-47,49,-7,46,11,43,36,-15,22,11,19,-47,-35,16,-46,6,-2,24,-34,-38,12,29,22,-45,48,35,-49,-44,8,50,-21,11,14,-11,6,-25,48,-43,10,-15,-15,-21,-46,-34,11,-42,23,26,-1,5,4,-40,-16,-25,-35,48,26,34,20,-17,33,50,11,-4,-46,33,-13,-49,41,48,93.7
1,-14,42,43,-9,-43,-31,-1,-4,45,14,-49,-1,24,-49,24,6,15,-34,-11,-16,-1,38,50,-41,50,-47,43,-13,-46,-1,-50,-9,-44,43,-2,30,28,13,-24,23,-23,44,38,-50,45,-23,-28,9,-7,11,9,9,-2,9,-16,-2,12,43,35,-17,-43,35,-10,-37,-7,38,44,-30,-34,36,9,-7,29,-4,-40,-11,24,-18,14,-34,44,-28,25,-43,-3,26,-29,26,18,-45,-42,26,6,-36,39,15,18,-2,36,-17.8
1,34,-17,-40,-23,28,7,-13,33,-20,-15,-4,-38,45,-15,4,-48,-2,-21,-27,-27,47,46,48,-12,-33,28,44,33,-5,-9,-16,-21,-9,-6,-28,35,-50,-25,18,47,10,30,-41,5,31,13,-27,-21,8,-38,-32,4,-43,33,9,-25,10,2,-43,-45,43,-43,-50,50,1,-28,35,2,-3,-32,-2,23,48,-27,44,-5,36,33,-10,-41,46,8,14,-48,-10,39,44,17,-10,17,22,49,24,22,49,-25,10,-1,27,18.2
1,23,17,41,-5,-20,-36,-45,-9,16,38,31,26,33,-45,-45,2,-39,10,-5,28,50,-38,-1,48,36,37,12,-40,-4,-40,3,-32,-7,-40,-20,-10,41,-15,31,-28,39,12,14,-12,17,-15,40,28,45,-16,6,10,-38,21,8,15,8,36,-9,-47,13,45,39,-45,21,-32,-39,-23,-31,43,-35,24,-30,30,-39,3,31,-50,-20,26,-49,2,-49,30,40,-25,-6,-3,-39,36,-34,24,-4,21,-5,33,5,7,-41,6.9
1,-10,-35,-26,-36,-15,20,42,38,1,9,34,43,10,-48,44,-45,42,-31,0,-46,47,-49,37,20,-37,8,31,46,-38,-47,-46,3,35,45,-17,-31,-19,-26,23,32,33,-27,-10,-42,42,-17,-36,33,-32,-20,3,-36,-19,-11,0,-40,13,-19,-45,-8,-50,26,45,36,20,44,21,-50,-33,-40,-2,-50,-17,38,25,-26,38,5,23,-45,35,42,-30,32,47,20,42,10,17,47,-49,18,-12,12,3,25,5,40,-9,-39.3
1,22,50,40,-12,-18,-7,30,-28,-20,-16,11,-14,36,2,-28,17,-1,8,-25,25,-25,38,26,9,-24,-13,28,17,8,17,-43,46,17,47,-50,15,-44,30,38,-14,-37,-36,-12,15,17,10,-18,32,-32,-27,6,-41,27,-19,18,-48,-16,-5,19,42,28,-7,37,-6,-45,37,-41,-39,16,13,-36,-4,27,2,-40,-41,29,-42,41,13,48,-4,22,25,27,-45,-7,27,-34,29,18,44,-29,-29,-12,-24,-43,-37,-46,-17
1,-10,-8,-32,2,35,20,-22,45,-36,-47,1,27,-50,48,-2,-9,-10,-31,35,-33,-15,-21,1,-21,0,22,-17,-8,30,-4,-4,36,4,-20,-13,-12,-50,15,49,-36,-16,0,42,-15,-3,-45,-8,3,42,-24,20,-24,5,-29,5,21,43,38,30,-12,50,-25,-27,3,6,-24,8,-28,8,-28,-48,42,22,10,43,35,-18,-15,-12,-27,11,24,-1,33,11,21,-31,-30,8,49,8,-26,-26,-2,-7,-4,24,17,-16,-20.2
1,48,40,-14,40,11,47,32,-4,-22,-34,0,1,-6,-27,16,43,35,-14,-39,-46,11,-40,-22,35,-50,26,-23,-38,-34,45,-4,-37,34,-2,19,-40,-6,1,-28,-12,-17,22,5,-7,46,38,-49,-4,-27,30,0,34,40,-6,-16,6,-30,12,18,-48,-28,30,32,22,-23,1,-2,-12,18,21,-8,17,-8,48,-40,-47,35,28,-1,24,7,15,-26,-38,-41,8,18,46,36,-49,48,-43,31,29,-5,25,46,44,-38,15.5
1,13,-20,4,-20,-12,-33,-44,-8,18,34,7,-42,-9,-28,-18,3,48,40,38,43,26,39,6,-1,-14,-50,11,-40,47,-30,39,9,0,-42,39,38,43,45,46,-24,-5,3,-16,36,-9,16,-46,-12,-28,42,47,14,-3,2,-38,-1,2,-11,-25,-36,9,-37,24,25,38,-22,13,30,40,8,23,-16,27,-44,36,-33,-11,6,-29,11,-36,-33,41,11,-15,-48,-41,4,-42,-16,18,17,-37,-9,-8,-50,-14,21,-3,-15.8
1,-25,45,-31,9,22,42,-40,5,47,16,27,-27,30,44,-37,-10,-21,-34,-35,33,-26,-35,-34,7,-22,-26,15,46,10,-15,-42,35,47,44,-41,-16,1,-31,39,-2,35,15,21,15,-25,35,21,-30,17,3,19,7,18,35,-37,13,-42,-5,8,18,30,-18,-32,-8,-25,-23,26,26,-38,15,-27,48,46,11,-22,-30,-5,49,-44,-39,-33,25,-16,36,10,-3,-2,-16,42,22,19,-12,-47,37,30,45,31,-28,-14,-34.7
